CHR,GeneName,TranscriptId,allhetRA,sum_homAA,homAlt_aaf,comp_het,compHet_aaf,sum_KO,inExternalDataset
9,SLC2A8,ENST00000373371,6908,36,0.003030366,5,5.24E-06,41,TRUE
8,SLC30A8,ENST00000456015,898,2,9.86E-05,2,2.09E-06,4,FALSE
9,SLC31A2,ENST00000259392,130,3,9.66E-06,0,0,3,FALSE
5,SLC34A1,ENST00000324417,1106,1,1.53E-05,0,0,1,FALSE
4,SLC34A2,ENST00000382051,792,2,0.000162674,0,0,2,FALSE
9,SLC34A3,ENST00000673835,1546,1,1.27E-05,0,0,1,TRUE
3,SLC35A5,ENST00000492406,573,1,9.56E-05,0,0,1,FALSE
20,SLC35C2,ENST00000372230,619,1,2.03E-06,0,0,1,FALSE
1,SLC35E2A,ENST00000643905,267,18,0.000144384,0,0,18,TRUE
10,SLC35G1,ENST00000427197,483,1,0.000163695,0,0,1,TRUE
3,SLC35G2,ENST00000446465,320,2,1.58E-05,0,0,2,FALSE
17,SLC35G3,ENST00000297307,6161,82,0.00316193,0,0,82,TRUE
17,SLC35G6,ENST00000412468,257,3,7.63E-06,0,0,3,TRUE
5,SLC36A2,ENST00000335244,1112,4,0.000184531,0,0,4,FALSE
11,SLC36A4,ENST00000326402,967,1,1.98E-05,0,0,1,TRUE
11,SLC37A2,ENST00000403796,1277,1,0.000432106,0,0,1,TRUE
2,SLC38A11,ENST00000409149,532,1,3.10E-05,0,0,1,FALSE
14,SLC38A6,ENST00000267488,816,2,8.03E-05,0,0,2,TRUE
16,SLC38A8,ENST00000299709,578,1,1.42E-05,0,0,1,TRUE
14,SLC39A2,ENST00000298681,1244,5,0.000485474,0,0,5,TRUE
12,SLC39A5,ENST00000454355,2402,1,2.59E-05,3,3.14E-06,4,TRUE
2,SLC3A1,ENST00000260649,173580,4,0.000180978,0,0,4,TRUE
12,SLC41A2,ENST00000258538,169,1,5.09E-06,0,0,1,FALSE
11,SLC43A1,ENST00000278426,489,1,3.61E-05,0,0,1,FALSE
11,SLC43A3,ENST00000395124,301,2,4.88E-05,0,0,2,FALSE
1,SLC44A3,ENST00000271227,1449,1,0.000169281,0,0,1,FALSE
6,SLC44A4,ENST00000229729,1784,3,0.000306044,0,0,3,TRUE
8,SLC45A4,ENST00000517878,1182,1,2.03E-06,0,0,1,FALSE
9,SLC46A2,ENST00000374228,746,1,1.02E-06,0,0,1,FALSE
13,SLC46A3,ENST00000266943,2012,3,0.000714231,0,0,3,TRUE
17,SLC47A1,ENST00000270570,447,1,1.58E-05,0,0,1,FALSE
17,SLC47A2,ENST00000433844,515,1,1.53E-06,0,0,1,FALSE
4,SLC49A3,ENST00000322224,1385,2,1.42E-05,2,2.09E-06,4,TRUE
3,SLC49A4,ENST00000261038,394,1,7.27E-05,0,0,1,TRUE
2,SLC4A5,ENST00000346834,977,3,4.58E-06,0,0,3,FALSE
5,SLC4A9,ENST00000506757,2155,3,0.000512415,0,0,3,TRUE
17,SLC52A1,ENST00000254853,822,3,0.000165215,0,0,3,TRUE
17,SLC5A10,ENST00000395645,2893,2,0.00058623,4,4.19E-06,6,TRUE
16,SLC5A11,ENST00000347898,3953,4,0.000439215,0,0,4,TRUE
22,SLC5A4,ENST00000266086,44077,115,0.009154981,8,8.38E-06,123,TRUE
1,SLC5A9,ENST00000438567,234166,16,0.001605892,10,1.05E-05,26,TRUE
12,SLC6A13,ENST00000343164,594,1,6.30E-05,0,0,1,TRUE
19,SLC6A16,ENST00000335875,990,2,9.46E-05,0,0,2,FALSE
5,SLC6A18,ENST00000324642,469338,26,0.001090459,5,5.24E-06,31,TRUE
11,SLC6A5,ENST00000525748,892,1,1.12E-05,0,0,1,FALSE
5,SLC6A7,ENST00000230671,584,1,3.61E-05,0,0,1,TRUE
8,SLC7A13,ENST00000297524,1388,3,0.000381264,2,2.09E-06,5,TRUE
22,SLC7A4,ENST00000382932,3626,22,0.001595214,2,2.09E-06,24,TRUE
12,SLC8B1,ENST00000552014,1603,2,0.000448363,0,0,2,TRUE
17,SLC9A3R1,ENST00000262613,918,3,0.000294378,0,0,3,TRUE
4,SLC9B2,ENST00000394785,433,2,8.79E-05,0,0,2,FALSE
12,SLCO1B1,ENST00000256958,7355,69,0.002117827,13,1.36E-05,82,TRUE
12,SLCO1B3,ENST00000381545,2282,5,0.000479416,0,0,5,TRUE
12,SLCO1B3-SLCO1B7,ENST00000540229,2462,5,0.000479416,0,0,5,TRUE
12,SLCO1C1,ENST00000266509,1219,5,0.000250617,0,0,5,TRUE
3,SLCO2A1,ENST00000310926,495,1,4.07E-06,0,0,1,FALSE
8,SLCO5A1,ENST00000260126,839,1,3.61E-05,0,0,1,FALSE
5,SLCO6A1,ENST00000506729,721,1,7.22E-05,0,0,1,FALSE
5,SLF1,ENST00000265140,980,1,3.46E-05,0,0,1,FALSE
17,SLFN11,ENST00000394566,766,2,8.29E-05,0,0,2,FALSE
17,SLFN12,ENST00000304905,1425,4,0.000349236,0,0,4,TRUE
17,SLFN12L,ENST00000628453,27089,2,0.000151996,0,0,2,TRUE
17,SLFN14,ENST00000674182,806,1,0.00010777,0,0,1,TRUE
17,SLFN5,ENST00000299977,666,0,NA,3,3.14E-06,3,TRUE
1,SLFNL1,ENST00000359345,10099,33,0.004484663,9,9.42E-06,42,TRUE
13,SLITRK6,ENST00000647374,832,11,0.000259766,0,0,11,TRUE
13,SMAD9,ENST00000379826,655,1,3.05E-06,0,0,1,FALSE
1,SMAP2,ENST00000372718,738,1,0.000341634,0,0,1,TRUE
17,SMARCE1,ENST00000348513,2212,12,0.00113226,0,0,12,TRUE
3,SMCO1,ENST00000397537,1420,1,1.12E-05,0,0,1,TRUE
12,SMCO2,ENST00000416383,841,4,0.00024655,0,0,4,FALSE
1,SMIM1,ENST00000642557,23235,1,5.74E-05,0,0,1,TRUE
16,SMIM22,ENST00000586005,3432,9,0.001466613,0,0,9,TRUE
6,SMIM8,ENST00000392863,1172,35,0.000567825,0,0,35,TRUE
6,SMLR1,ENST00000541421,4379,5,0.002207297,0,0,5,TRUE
14,SMOC1,ENST00000361956,339,1,0.000103708,0,0,1,FALSE
6,SMPDL3A,ENST00000368440,1232,3,7.48E-05,0,0,3,FALSE
11,SMTNL1,ENST00000527972,5090,13,0.002378593,5,5.24E-06,18,TRUE
12,SMUG1,ENST00000508394,6859,125,0.003483208,0,0,125,TRUE
2,SMYD1,ENST00000419482,715,1,0.000168264,0,0,1,FALSE
17,SMYD4,ENST00000305513,2621,1,0.000213512,3,3.14E-06,4,TRUE
16,SNAI3,ENST00000332281,267,4,6.56E-05,0,0,4,FALSE
22,SNAP29,ENST00000215730,257,1,2.03E-05,0,0,1,FALSE
14,SNAPC1,ENST00000216294,9602,40,0.003991738,8,8.38E-06,48,TRUE
2,SNTG2,ENST00000308624,1530,2,0.00016369,0,0,2,TRUE
11,SNX15,ENST00000377244,345,1,3.56E-06,0,0,1,FALSE
16,SNX29,ENST00000566228,484,1,1.02E-06,0,0,1,FALSE
8,SNX31,ENST00000311812,10241,278,0.005306472,37,3.87E-05,315,TRUE
11,SNX32,ENST00000308342,1665,3,9.46E-05,2,2.09E-06,5,TRUE
12,SOAT2,ENST00000301466,5508,8,0.002252728,5,5.24E-06,13,TRUE
14,SOCS4,ENST00000555846,282,2,2.19E-05,0,0,2,FALSE
9,SOHLH1,ENST00000425225,672,2,0.000263833,0,0,2,TRUE
10,SORBS1,ENST00000371241,113,1,3.05E-06,0,0,1,FALSE
10,SORCS3,ENST00000369701,259,1,1.68E-05,0,0,1,FALSE
7,SOSTDC1,ENST00000307068,5148,16,0.002611403,0,0,16,TRUE
4,SOWAHB,ENST00000334306,167,1,1.47E-05,0,0,1,FALSE
1,SOX13,ENST00000367204,181,2,6.20E-05,0,0,2,FALSE
3,SOX14,ENST00000306087,21,1,2.03E-06,0,0,1,FALSE
5,SOX30,ENST00000265007,440,2,2.49E-05,0,0,2,FALSE
2,SP100,ENST00000340126,6804,9,0.002916655,5,5.24E-06,14,TRUE
2,SP110,ENST00000258381,917,1,6.05E-05,0,0,1,TRUE
2,SP140,ENST00000392045,1552,6,0.000541909,0,0,6,FALSE
2,SP140L,ENST00000415673,1399,2,0.000187583,0,0,2,TRUE
2,SPAG16,ENST00000331683,6479,23,0.00289108,3,3.14E-06,26,TRUE
1,SPAG17,ENST00000336338,2276,3,0.000324332,0,0,3,TRUE
20,SPAG4,ENST00000374273,1087,2,8.08E-05,0,0,2,TRUE
17,SPAG5,ENST00000321765,2040,9,0.000616683,0,0,9,TRUE
10,SPAG6,ENST00000376624,413,1,1.53E-06,0,0,1,FALSE
9,SPAG8,ENST00000396638,6329,54,0.002904865,4,4.19E-06,58,TRUE
7,SPAM1,ENST00000340011,976,1,0.000251634,0,0,1,TRUE
1,SPATA1,ENST00000490879,908,3,0.000226727,0,0,3,FALSE
4,SPATA18,ENST00000295213,740,2,1.02E-05,0,0,2,FALSE
17,SPATA20,ENST00000006658,2190,1,0.00037567,0,0,1,TRUE
1,SPATA21,ENST00000335496,1794,18,0.00066543,0,0,18,TRUE
17,SPATA22,ENST00000572969,684,1,2.14E-05,0,0,1,FALSE
5,SPATA24,ENST00000450845,1065,2,0.000375163,0,0,2,TRUE
20,SPATA25,ENST00000372519,209,1,1.53E-06,0,0,1,TRUE
9,SPATA31A6,ENST00000332857,8,3,3.56E-06,0,0,3,TRUE
9,SPATA31A7,ENST00000619167,1,1,1.53E-06,0,0,1,TRUE
9,SPATA31E1,ENST00000325643,482,0,NA,6,6.28E-06,6,FALSE
17,SPATA32,ENST00000331780,688,1,8.08E-05,0,0,1,FALSE
16,SPATA33,ENST00000301031,10856,40,0.005477498,4,4.19E-06,44,TRUE
4,SPATA4,ENST00000280191,4374,5,0.001898138,4,4.19E-06,9,TRUE
1,SPATA45,ENST00000332912,1789,130,0.001027945,0,0,130,TRUE
7,SPATA48,ENST00000297001,1814,6,0.000663097,0,0,6,FALSE
9,SPATA6L,ENST00000381890,702,1,1.53E-06,0,0,1,FALSE
5,SPATA9,ENST00000274432,619,1,0.000143369,0,0,1,FALSE
8,SPATC1,ENST00000377470,1120,2,0.000130645,0,0,2,TRUE
21,SPATC1L,ENST00000291672,811,3,0.000141834,0,0,3,FALSE
12,SPATS2,ENST00000552918,3734,26,0.001850895,0,0,26,TRUE
5,SPDL1,ENST00000265295,2053,1,0.000475907,0,0,1,FALSE
2,SPDYA,ENST00000334056,580,1,0.000202847,0,0,1,FALSE
5,SPEF2,ENST00000356031,1554,1,1.53E-06,3,3.14E-06,4,TRUE
15,SPG11,ENST00000261866,3236,1,1.32E-05,0,0,1,FALSE
16,SPG7,ENST00000645818,2686,3,0.000193695,4,4.19E-06,7,TRUE
19,SPHK2,ENST00000245222,226,1,4.27E-05,0,0,1,TRUE
5,SPINK1,ENST00000296695,160,1,1.88E-05,0,0,1,TRUE
5,SPINK14,ENST00000356972,20,20,2.59E-05,0,0,20,TRUE
3,SPINK8,ENST00000434006,147,1,1.53E-06,0,0,1,FALSE
15,SPINT1,ENST00000344051,1170,2,0.000361945,0,0,2,FALSE
20,SPINT4,ENST00000279058,367,1,4.52E-05,0,0,1,FALSE
16,SPIRE2,ENST00000378247,1429,1,0.000206391,0,0,1,FALSE
17,SPNS3,ENST00000355530,7285,21,0.003454762,0,0,21,TRUE
1,SPOCD1,ENST00000360482,1769,1,0.000395026,0,0,1,TRUE
4,SPP1,ENST00000395080,2841,2,0.001285635,0,0,2,TRUE
12,SPSB2,ENST00000524270,948,3,0.000178944,0,0,3,FALSE
15,SPTBN5,ENST00000320955,77951,24,0.003237426,54,5.65E-05,78,TRUE
4,SRD5A3,ENST00000264228,1913,1,0.000806243,0,0,1,FALSE
6,SRF,ENST00000265354,14,1,4.58E-06,0,0,1,FALSE
16,SRRM2,ENST00000301740,323,1,1.12E-05,0,0,1,FALSE
11,SRSF8,ENST00000587424,207,2,5.95E-05,0,0,2,TRUE
7,SSC4D,ENST00000275560,614,2,3.00E-05,0,0,2,TRUE
19,SSC5D,ENST00000389623,2010,3,0.000247059,0,0,3,FALSE
11,SSH3,ENST00000308127,980,2,0.000192156,0,0,2,TRUE
9,SSNA1,ENST00000322310,991,2,0.000207928,0,0,2,TRUE
23,SSX1,ENST00000376919,1243,4,8.49E-05,0,0,4,TRUE
23,SSX5,ENST00000311798,926,2,0.000366147,0,0,2,TRUE
15,ST20,ENST00000478497,4206,3,0.002120329,0,0,3,FALSE
3,ST3GAL6,ENST00000394162,580,1,6.25E-05,0,0,1,FALSE
2,ST6GAL2,ENST00000409382,135,1,1.02E-06,0,0,1,FALSE
17,ST6GALNAC1,ENST00000156626,1448,1,8.03E-05,0,0,1,FALSE
17,ST6GALNAC2,ENST00000225276,1207,2,0.000382356,0,0,2,TRUE
9,ST6GALNAC6,ENST00000291839,948,6,0.000346585,0,0,6,TRUE
1,ST7L,ENST00000358039,758,3,8.34E-05,0,0,3,TRUE
3,STAB1,ENST00000321725,3214,2,0.000210992,3,3.14E-06,5,TRUE
12,STAB2,ENST00000388887,2949,5,0.000107263,4,4.19E-06,9,TRUE
17,STAC2,ENST00000333461,573,1,4.32E-05,0,0,1,FALSE
7,STAG3,ENST00000317296,1198,1,6.10E-06,0,0,1,TRUE
19,STAP2,ENST00000594605,25503,2,1.53E-05,0,0,2,TRUE
15,STARD5,ENST00000302824,933,6,0.000394479,2,2.09E-06,8,TRUE
18,STARD6,ENST00000581310,57935,8,0.000878433,0,0,8,TRUE
15,STARD9,ENST00000290607,6252,5,0.000838776,11,1.15E-05,16,TRUE
4,STATH,ENST00000246895,318,1,8.95E-05,0,0,1,TRUE
4,STBD1,ENST00000237642,571,2,0.000118953,0,0,2,TRUE
7,STEAP1B,ENST00000406890,1837,9,0.000733039,0,0,9,TRUE
7,STEAP2,ENST00000394621,1425,1,0.000417869,0,0,1,FALSE
7,STEAP4,ENST00000380079,2422,8,0.000940953,0,0,8,TRUE
5,STK10,ENST00000176763,751,3,1.47E-05,0,0,3,TRUE
2,STK11IP,ENST00000456909,1972,3,0.000254691,0,0,3,TRUE
2,STK16,ENST00000396738,271,1,1.07E-05,0,0,1,TRUE
6,STK19,ENST00000375333,4868,64,0.002143198,0,0,64,TRUE
7,STK31,ENST00000355870,4181,9,0.001914986,0,0,9,TRUE
2,STK36,ENST00000295709,1995,1,0.000126579,0,0,1,FALSE
9,STKLD1,ENST00000371957,1854,5,0.000205898,0,0,5,TRUE
6,STMND1,ENST00000536551,995,4,0.000327885,0,0,4,FALSE
13,STOML3,ENST00000379631,2568,5,0.00113311,0,0,5,TRUE
2,STON1,ENST00000404752,1303,1,2.03E-05,0,0,1,FALSE
2,STON1-GTF2A1L,ENST00000394754,1833,2,6.10E-05,0,0,2,TRUE
14,STON2,ENST00000555447,897,1,3.56E-06,0,0,1,FALSE
10,STOX1,ENST00000298596,2095,3,0.000372111,4,4.19E-06,7,FALSE
4,STPG2,ENST00000295268,1930,3,0.000550118,0,0,3,FALSE
15,STRC,ENST00000450892,768,6,0.000214526,0,0,6,TRUE
7,STRIP2,ENST00000249344,2215,9,0.00052818,0,0,9,TRUE
19,STX10,ENST00000587230,2528,3,0.001041606,0,0,3,TRUE
20,STX16,ENST00000371141,470,2,0.000180978,0,0,2,TRUE
3,STX19,ENST00000315099,351,1,4.07E-06,0,0,1,TRUE
6,STX7,ENST00000367941,172,1,1.02E-06,0,0,1,FALSE
17,STXBP4,ENST00000376352,631,3,2.44E-05,0,0,3,FALSE
7,SUGCT,ENST00000335693,1195,1,0.000178446,0,0,1,TRUE
16,SULT1A1,ENST00000395609,38,2,1.63E-05,0,0,2,TRUE
16,SULT1A2,ENST00000335715,3683,46,0.001626215,0,0,46,TRUE
4,SULT1B1,ENST00000310613,576,2,0.000107265,0,0,2,TRUE
2,SULT1C2,ENST00000251481,6176,108,0.003048061,3,3.14E-06,111,TRUE
2,SULT1C3,ENST00000329106,31784,1,1.53E-06,0,0,1,FALSE
2,SULT1C4,ENST00000272452,12656,65,0.006365555,0,0,65,TRUE
19,SULT2B1,ENST00000201586,101,1,1.07E-05,0,0,1,FALSE
2,SULT6B1,ENST00000535679,601,3,1.32E-05,0,0,3,TRUE
7,SUMF2,ENST00000434526,4757,74,0.002324177,3,3.14E-06,77,TRUE
9,SURF2,ENST00000371964,759,2,5.59E-06,0,0,2,FALSE
9,SUSD1,ENST00000374270,1213,3,0.000123529,0,0,3,TRUE
22,SUSD2,ENST00000358321,2826,4,0.000353816,2,2.09E-06,6,TRUE
9,SUSD3,ENST00000375472,686,4,0.000279607,0,0,4,TRUE
17,SUZ12,ENST00000322652,323,2,0.000141321,0,0,2,FALSE
5,SV2C,ENST00000502798,680,6,0.000175889,0,0,6,TRUE
9,SVEP1,ENST00000374469,557,1,2.95E-05,0,0,1,FALSE
11,SVIP,ENST00000354193,597,1,0.000160764,0,0,1,TRUE
7,SVOPL,ENST00000674285,8581,34,0.003962574,2,2.09E-06,36,TRUE
16,SYCE1L,ENST00000378644,5972,33,0.00262664,0,0,33,TRUE
12,SYCP3,ENST00000392924,432,1,6.20E-05,0,0,1,FALSE
3,SYN2,ENST00000621198,250,2,5.44E-05,0,0,2,TRUE
6,SYNE1,ENST00000367255,3364,1,1.58E-05,3,3.14E-06,4,TRUE
14,SYNE3,ENST00000334258,1221,3,0.000243502,0,0,3,FALSE
6,SYNJ2,ENST00000355585,2194,0,NA,2,2.09E-06,2,TRUE
15,SYNM,ENST00000336292,5991,13,0.001454404,16,1.68E-05,29,TRUE
5,SYNPO,ENST00000307662,178,1,7.12E-06,0,0,1,FALSE
10,SYNPO2L,ENST00000394810,1171,2,1.63E-05,0,0,2,TRUE
17,SYNRG,ENST00000612223,350,2,5.08E-05,0,0,2,FALSE
14,SYT16,ENST00000568344,198,1,1.53E-06,0,0,1,FALSE
11,SYT8,ENST00000381968,6658,11,0.003154351,3,3.14E-06,14,TRUE
11,SYT9,ENST00000318881,123,1,2.24E-05,0,0,1,FALSE
1,SYTL1,ENST00000616558,2170,2,0.000112346,0,0,2,TRUE
11,SYTL2,ENST00000524452,831,2,2.09E-05,0,0,2,TRUE
6,SYTL3,ENST00000611299,17767,93,0.008162012,8,8.38E-06,101,TRUE
6,TAAR2,ENST00000367931,42538,11,0.000976539,0,0,11,TRUE
6,TAAR6,ENST00000275198,220,1,2.03E-06,0,0,1,FALSE
8,TACC1,ENST00000317827,327,1,2.03E-06,0,0,1,FALSE
10,TACC2,ENST00000369005,3223,9,0.000625827,2,2.09E-06,11,TRUE
10,TACR2,ENST00000373306,909,1,0.000134204,0,0,1,FALSE
4,TACR3,ENST00000304883,1102,1,0.000448402,0,0,1,TRUE
10,TAF3,ENST00000344293,21,1,2.03E-06,0,0,1,TRUE
1,TAFA3,ENST00000361886,426,1,2.14E-05,0,0,1,TRUE
2,TANC1,ENST00000263635,434,1,2.54E-06,0,0,1,FALSE
6,TAP1,ENST00000354258,348,1,1.53E-06,0,0,1,FALSE
6,TAPBP,ENST00000434618,1114,3,0.00038177,0,0,3,TRUE
12,TAPBPL,ENST00000266556,617,1,2.64E-05,0,0,1,FALSE
1,TARBP1,ENST00000040877,1569,1,6.61E-06,0,0,1,TRUE
19,TARM1,ENST00000432826,626,3,0.000125054,0,0,3,TRUE
1,TAS1R1,ENST00000333172,4970,9,0.002106086,7,7.33E-06,16,TRUE
1,TAS1R2,ENST00000375371,1673,6,0.000535292,0,0,6,FALSE
1,TAS1R3,ENST00000339381,735,1,5.39E-05,2,2.09E-06,3,TRUE
12,TAS2R10,ENST00000240619,2178,4,0.00110685,0,0,4,TRUE
7,TAS2R3,ENST00000247879,5336,7,0.00252649,0,0,7,TRUE
7,TAS2R39,ENST00000446620,580,9,0.000163692,0,0,9,FALSE
7,TAS2R40,ENST00000408947,754,3,0.000268408,0,0,3,FALSE
7,TAS2R41,ENST00000408916,841,3,0.000185547,0,0,3,TRUE
7,TAS2R60,ENST00000332690,901,2,0.000223673,0,0,2,FALSE
10,TASOR2,ENST00000645567,7739,12,0.003342869,11,1.15E-05,23,TRUE
8,TATDN1,ENST00000276692,607,1,6.63E-06,0,0,1,FALSE
7,TAX1BP1,ENST00000396319,349,1,1.02E-06,0,0,1,FALSE
10,TBATA,ENST00000299290,580,2,0.000139797,0,0,2,FALSE
11,TBC1D10C,ENST00000542590,540,1,1.53E-06,0,0,1,TRUE
19,TBC1D17,ENST00000221543,924,2,0.000122004,0,0,2,FALSE
9,TBC1D2,ENST00000465784,815,3,9.61E-05,0,0,3,TRUE
17,TBC1D28,ENST00000405044,932,3,0.000395496,0,0,3,TRUE
8,TBC1D31,ENST00000287380,301249,4,0.000147425,0,0,4,TRUE
6,TBC1D32,ENST00000398212,1906,1,5.90E-05,0,0,1,FALSE
17,TBC1D3F,ENST00000620210,15,5,1.27E-05,0,0,5,TRUE
13,TBC1D4,ENST00000377636,1491,1,0.000377704,0,0,1,TRUE
2,TBC1D8,ENST00000409318,1326,4,2.03E-05,0,0,4,TRUE
23,TBC1D8B,ENST00000357242,597,2,2.85E-05,0,0,2,TRUE
17,TBCD,ENST00000355528,911,1,7.63E-06,0,0,1,FALSE
1,TBCE,ENST00000642610,824,3,9.87E-05,0,0,3,TRUE
14,TBPL2,ENST00000247219,716,1,2.54E-06,0,0,1,TRUE
11,TBX10,ENST00000335385,881,2,0.000366011,0,0,2,FALSE
17,TBX4,ENST00000644296,291,1,9.51E-05,0,0,1,FALSE
7,TBXAS1,ENST00000448866,1227,1,4.98E-05,0,0,1,TRUE
14,TC2N,ENST00000435962,1174,2,2.19E-05,0,0,2,TRUE
7,TCAF2,ENST00000425618,700,7,0.000355336,0,0,7,TRUE
3,TCAIM,ENST00000342649,358,2,1.17E-05,0,0,2,FALSE
6,TCF19,ENST00000376257,578,1,1.32E-05,0,0,1,FALSE
2,TCF23,ENST00000296096,96,1,1.07E-05,0,0,1,FALSE
1,TCHH,ENST00000614923,5960,9,0.002995684,20,2.09E-05,29,TRUE
12,TCHP,ENST00000405876,2928,3,0.000677155,3,3.14E-06,6,TRUE
11,TCN1,ENST00000257264,5499,82,0.00232216,3,3.14E-06,85,TRUE
6,TCP10,ENST00000617120,48,1,2.08E-05,0,0,1,TRUE
6,TCP10L2,ENST00000366832,130,1,2.64E-05,0,0,1,TRUE
6,TCP11,ENST00000311875,653,2,4.22E-05,0,0,2,FALSE
6,TCTE1,ENST00000371505,960,2,0.00019775,0,0,2,FALSE
1,TCTEX1D1,ENST00000282670,212409,1,8.90E-05,0,0,1,TRUE
3,TCTEX1D2,ENST00000325318,856,3,0.000351777,0,0,3,TRUE
12,TCTN2,ENST00000303372,726,2,4.07E-06,0,0,2,FALSE
4,TDO2,ENST00000536354,1168,3,8.39E-05,3,3.14E-06,6,TRUE
10,TDRD1,ENST00000251864,534,2,0.00017081,0,0,2,FALSE
1,TDRD10,ENST00000368482,1482,0,NA,2,2.09E-06,2,FALSE
19,TDRD12,ENST00000647536,1840,4,7.32E-05,0,0,4,TRUE
6,TDRD6,ENST00000316081,3697,6,0.000128613,0,0,6,TRUE
14,TDRD9,ENST00000409874,1340,1,9.35E-05,0,0,1,TRUE
8,TDRP,ENST00000613071,159,1,7.12E-06,0,0,1,FALSE
11,TECTA,ENST00000392793,1595,2,6.81E-05,0,0,2,TRUE
17,TEKT1,ENST00000338694,2295,3,0.000953693,0,0,3,FALSE
1,TEKT2,ENST00000207457,922,2,2.14E-05,0,0,2,FALSE
17,TEKT3,ENST00000395930,5391,39,0.002377805,0,0,39,TRUE
2,TEKT4,ENST00000295201,957,1,1.63E-05,0,0,1,TRUE
16,TEKT5,ENST00000283025,622,1,2.90E-05,0,0,1,TRUE
14,TEP1,ENST00000262715,3503,6,9.86E-05,5,5.24E-06,11,TRUE
7,TES,ENST00000358204,543,2,4.88E-05,0,0,2,TRUE
11,TESMIN,ENST00000255087,340,1,2.39E-05,0,0,1,FALSE
12,TESPA1,ENST00000449076,586,1,4.83E-05,0,0,1,TRUE
4,TET2,ENST00000380013,527,1,1.02E-06,0,0,1,FALSE
9,TEX10,ENST00000374902,317,1,9.97E-05,0,0,1,FALSE
23,TEX13A,ENST00000600991,50,1,2.54E-06,0,0,1,FALSE
23,TEX13B,ENST00000302917,3292,47,0.001711291,0,0,47,TRUE
17,TEX14,ENST00000349033,6061,10,0.001171273,7,7.33E-06,17,TRUE
8,TEX15,ENST00000643185,9398,16,0.001983139,23,2.41E-05,39,TRUE
14,TEX22,ENST00000451127,6613,136,0.003346469,0,0,136,TRUE
13,TEX29,ENST00000283547,387,1,3.05E-06,0,0,1,FALSE
22,TEX33,ENST00000381821,3382,17,0.001523022,0,0,17,TRUE
1,TEX35,ENST00000319416,599,4,0.000207406,0,0,4,TRUE
1,TEX38,ENST00000334122,536,4,9.81E-05,0,0,4,TRUE
5,TEX43,ENST00000357147,152,1,3.56E-06,0,0,1,FALSE
12,TEX52,ENST00000637658,2286,4,0.000995354,2,2.09E-06,6,TRUE
15,TEX9,ENST00000352903,1176,1,1.27E-05,0,0,1,FALSE
3,TFG,ENST00000240851,58,1,2.03E-06,0,0,1,FALSE
7,TFR2,ENST00000223051,1112,1,7.78E-05,0,0,1,FALSE
8,TG,ENST00000220616,3874,3,0.000603918,5,5.24E-06,8,TRUE
19,TGFBR3L,ENST00000565886,3216,3,0.001501153,0,0,3,FALSE
20,TGM2,ENST00000361475,759,3,0.000161146,0,0,3,FALSE
3,TGM4,ENST00000296125,17034,115,0.007979552,39,4.08E-05,154,TRUE
15,TGM5,ENST00000220420,1155,1,3.51E-05,0,0,1,TRUE
20,TGM6,ENST00000202625,1780,2,2.34E-05,0,0,2,TRUE
15,TGM7,ENST00000452443,1583,3,0.000216556,0,0,3,TRUE
2,THADA,ENST00000405006,2134,1,2.69E-05,2,2.09E-06,3,TRUE
1,THAP3,ENST00000377627,162,1,1.32E-05,0,0,1,TRUE
19,THAP8,ENST00000292894,6862,13,0.003244321,0,0,13,TRUE
1,THBS3,ENST00000368378,1675,1,0.000126071,2,2.09E-06,3,TRUE
5,THBS4,ENST00000350881,1540,2,1.53E-05,0,0,2,TRUE
19,THEG,ENST00000342640,15555,882,0.008348373,22,2.30E-05,904,TRUE
1,THEM5,ENST00000368817,978,1,3.05E-06,0,0,1,TRUE
6,THEMIS,ENST00000368248,710,1,1.53E-05,0,0,1,TRUE
1,THEMIS2,ENST00000373921,325,1,7.52E-05,0,0,1,FALSE
10,THNSL1,ENST00000376356,4079,4,0.000658311,4,4.19E-06,8,TRUE
2,THNSL2,ENST00000674334,2502,28,0.000695434,0,0,28,TRUE
14,THTPA,ENST00000288014,156,1,1.88E-05,0,0,1,TRUE
3,THUMPD3,ENST00000452837,1514,3,3.86E-05,0,0,3,TRUE
11,THYN1,ENST00000341541,454,1,9.66E-06,0,0,1,TRUE
21,TIAM1,ENST00000286827,254,1,1.02E-06,0,0,1,FALSE
6,TIAM2,ENST00000461783,1097,1,3.56E-06,0,0,1,FALSE
15,TICRR,ENST00000268138,992,2,1.47E-05,0,0,2,TRUE
4,TIGD2,ENST00000603357,270,1,2.03E-06,0,0,1,FALSE
4,TIGD4,ENST00000304337,6922,22,0.003259528,0,0,22,TRUE
5,TIGD6,ENST00000296736,320,1,4.32E-05,0,0,1,TRUE
16,TIGD7,ENST00000396862,1107,1,9.66E-06,0,0,1,FALSE
5,TIMD4,ENST00000274532,1022,2,0.000104212,0,0,2,TRUE
11,TIMM10B,ENST00000254616,212,1,1.68E-05,0,0,1,FALSE
14,TIMM9,ENST00000395159,65,1,1.02E-05,0,0,1,FALSE
3,TIMMDC1,ENST00000494664,1029,1,0.000360421,0,0,1,TRUE
3,TIMP4,ENST00000287814,1004,12,0.00043108,0,0,12,TRUE
6,TINAG,ENST00000259782,1437,3,0.000300947,0,0,3,TRUE
