studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90096809,Lysophosphatidylcholine(14:0) levels,['EFO_0010356'],['EFO_0010356'],34801968,2021-11-18,0.0,0.0,1062.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90101039,GDNF family receptor alpha-2 levels,['EFO_0008138'],['EFO_0008138'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90104914,Sulcal depth of the left anterior inferior temporal sulcus,['EFO_0022047'],['EFO_0022047'],36442731,2022-11-25,0.0,0.0,18101.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90128933,Sphingomyeline C24:0 levels,['EFO_0010118'],['EFO_0010118'],27073872,2016-04-13,0.0,0.0,707.0,['TwinsUK'],['Harmonized summary statistics are not available or empty'],[]
GCST90132655,Phospholipid levels in large VLDL,['EFO_0004639'],['EFO_0004639'],27005778,2016-03-23,0.0,0.0,21239.0,"['EGCUT' 'ERF' 'FTC' 'FINRISK' 'COROGENE' 'GenMets' 'HBCS' 'KORA' 'LLS'
 'NTR' 'NFBC' 'YFS']",[],['Metabolite']
GCST90139873,(14 or 15)-methylpalmitate (a17:0 or i17:0) levels,['EFO_0800329'],['EFO_0800329'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90140128,1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0) levels,['EFO_0800554'],['EFO_0800554'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90177815,Metabolite peak levels (QI467),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90179419,Serpin B8 levels,['OBA_2043463'],['OBA_2043463'],36349687,2022-11-09,0.0,0.0,2828.0,['HELIC-MANOLIS' 'HELIC-Pomak'],[],['Metabolite']
GCST90200934,Acetylcarnitine (C2) to propionylcarnitine (C3) ratio,['EFO_0022223'],['EFO_0022223'],36635386,2023-01-12,0.0,0.0,8200.0,['CLSA'],[],['Metabolite']
GCST90202123,Threonate levels,['EFO_0021032'],['EFO_0021032'],36635386,2023-01-12,0.0,0.0,103.0,['CLSA'],[],['Metabolite']
GCST90203418,1-palmitoyl-GPG (16:0) levels,['EFO_0800367'],['EFO_0800367'],36635386,2023-01-12,0.0,0.0,98.0,['CLSA'],[],['Metabolite']
GCST90203708,"Bilirubin degradation product, C17H18N2O4 (2) levels",['EFO_0004570'],['EFO_0004570'],36635386,2023-01-12,0.0,0.0,107.0,['CLSA'],[],['Metabolite']
GCST90244191,Sterol ester (27:1/14:0) levels,['OBA_2045188'],['OBA_2045188'],36193934,2022-10-04,0.0,0.0,2624.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90244491,Phosphatidylinositol (16:0_18:2) levels,['OBA_2045153'],['OBA_2045153'],36193934,2022-10-04,0.0,0.0,4642.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90244535,Triacylglycerol (53:4) levels,['OBA_2045166'],['OBA_2045166'],36193934,2022-10-04,0.0,0.0,4642.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90246065,ICD10 G44: Other headache syndromes,['EFO_0009550'],['EFO_0009550'],37601966,2023-07-20,348.0,75636.0,75984.0,['CKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90246730,BolA-like protein 3 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248302,Leukocyte immunoglobulin-like receptor subfamily B member 2 levels,['EFO_0008209'],['EFO_0008209'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249085,Phosphatidate phosphatase PPAPDC1A levels,['EFO_0802860'],['EFO_0802860'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249149,Pregnancy-specific beta-1-glycoprotein 3 levels,['EFO_0801906'],['EFO_0801906'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249998,Protein TSSC4 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90257236,NH4_C34:0 Diacylglycerol levels in chronic kidney disease,['EFO_0020058'],['EFO_0020058'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90265601,Urine N-acetyltaurine levels in chronic kidney disease,['EFO_0020023'],['EFO_0020023'],37277652,2023-06-05,0.0,0.0,4912.0,['GCKD'],[],['Metabolite']
GCST90265716,Urine neopterin levels in chronic kidney disease,['EFO_0004725'],['EFO_0004725'],37277652,2023-06-05,0.0,0.0,4826.0,['GCKD'],[],['Metabolite']
GCST90265864,Plasma pregnenetriol disulfate* levels in chronic kidney disease,['EFO_0800587'],['EFO_0800587'],37277652,2023-06-05,0.0,0.0,4920.0,['GCKD'],[],['Metabolite']
GCST90266166,Plasma X-11632 levels in chronic kidney disease,['EFO_0800697'],['EFO_0800697'],37277652,2023-06-05,0.0,0.0,3859.0,['GCKD'],[],['Metabolite']
GCST90266748,Urine X-24519 levels in chronic kidney disease,['EFO_0004725'],['EFO_0004725'],37277652,2023-06-05,0.0,0.0,4853.0,['GCKD'],['The number of SNPs in the study is below the expected threshold'],['Metabolite']
GCST90274374,"Eicosanoid 14,15-dehydro-LTB4, Eicosanoid PGA2 levels",['EFO_0020044'],['EFO_0020044'],37524825,2023-07-31,0.0,0.0,1910.0,['ARIC'],[],['Metabolite']
GCST90277269,Phosphatidylethanolamine (18:0_0:0) levels,['OBA_2045138'],['OBA_2045138'],37907536,2023-10-31,0.0,0.0,6258.0,['GeneRISK'],['Harmonized summary statistics are not available or empty'],[]
GCST90277275,Phosphatidylcholine (15:0_18:1) levels,['OBA_2045064'],['OBA_2045064'],37907536,2023-10-31,0.0,0.0,6468.0,['GeneRISK'],['Harmonized summary statistics are not available or empty'],[]
GCST90280294,Plasma metabolome feature (hilic_4775),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280895,Plasma metabolome feature (hilic_8160),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90292908,Apolipoprotein B levels,['EFO_0004615'],['EFO_0004615'],37255970,2023-05-15,0.0,0.0,3688.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295639,Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_224490),['EFO_0803650'],['EFO_0803650'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90299543,Metabolite levels (1-arachidonoylglycerophosphoinositol; 1-arachidonoyl-GPI (20:4)),['EFO_0800256'],['EFO_0800256'],37253714,2023-05-30,0.0,0.0,9016.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300866,Metabolite levels (C44:1 TAG; C44_1_TAG),['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,2252.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90302076,Serum total triglyceride levels,['EFO_0004530'],['EFO_0004530'],38448586,2024-03-06,0.0,0.0,136016.0,['Multiple'],[],['Metabolite']
GCST90302703,Left-hemisphere dorsal attention network to putamen white-matter structural connectivity,['OBA_2045295'],['OBA_2045295'],38438384,2024-03-04,0.0,0.0,26333.0,['UKB'],[],[]
GCST90319180,Brain acesulfame levels,['EFO_0801002'],['EFO_0801002'],39528826,2024-11-11,0.0,0.0,415.0,['Knight_ADRC' 'ROSMAP' 'MAYO'],[],['Metabolite']
GCST90321059,T2 brain MRIs Unsupervised Deep learning derived Imaging Phenotypes (dimension 112),['OBA_2045210'],['OBA_2045210'],38580839,2024-04-05,0.0,0.0,11265.0,['UKB'],[],[]
GCST90384348,T1 FreeSurfer DKT rh insula thickness,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90384515,DTI TBSS L2 Fornix cres+Stria terminalis L,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90384597,DTI TBSS MD Superior corona radiata L,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386209,REST UKBBICA NET100 0355,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90388220,T1 FreeSurfer a2009s lh S parieto occipital thickness,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90399446,PMA induced IL5 level without BCG vaccination,['EFO_0008185'],['EFO_0008185'],36681271,2023-01-18,0.0,0.0,163.0,['BHP'],['Harmonized summary statistics are not available or empty'],[]
GCST90429921,Left brain hemisphere region 8C surface area,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15838.0,['UKB'],[],[]
GCST90431320,Left brain hemisphere region 23d cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,16057.0,['UKB'],[],[]
GCST90431470,Right brain hemisphere region MST cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15994.0,['UKB'],[],[]
GCST90431526,Right brain hemisphere region 33pr cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15994.0,['UKB'],[],[]
GCST90431531,Right brain hemisphere region 8BM cortical thickness,['EFO_0004346'],['EFO_0004346'],39271676,2024-09-13,0.0,0.0,15994.0,['UKB'],[],[]
GCST90434126,Oncostatin-M levels,['EFO_0010792'],['EFO_0010792'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90434934,Tumor protein p53-inducible nuclear protein 1 levels,['OBA_2051879'],['OBA_2051879'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90444406,Sunitinib efficacy in metastatic renal cell carcinoma (overall survival),['EFO_0000638' 'EFO_0009170'],['EFO_0009170' 'EFO_0000638'],35740506,2022-06-08,0.0,0.0,754.0,['RIKEN ' ' EuroTARGET'],['Harmonized summary statistics are not available or empty'],[]
GCST90448633,Triglyceride levels,['EFO_0004530'],['EFO_0004530'],39414775,2024-10-16,0.0,0.0,38000.0,['G&H'],[],[]
GCST90448634,Thyroid stimulating hormone levels,['OBA_1000983'],['OBA_1000983'],39414775,2024-10-16,0.0,0.0,38000.0,['G&H'],[],[]
GCST90455101,Patterns of brain structural covariance (C1024_353),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90455511,Patterns of brain structural covariance (C1024_1018),['OBA_2045210'],['OBA_2045210'],38127979,2023-12-21,0.0,0.0,33541.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90477245,"Cancer of other lymphoid, histiocytic tissue (PheCode 202)",['MONDO_0000612'],['MONDO_0000612'],39024449,2024-07-19,1108.0,120196.0,121304.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90478099,Acute tonsillitis (PheCode 474.1),['MONDO_0020686'],['MONDO_0020686'],39024449,2024-07-19,721.0,447813.0,448534.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90479232,Traumatic arthropathy (PheCode 836),['HP_0003040'],['HP_0003040'],39024449,2024-07-19,6893.0,435670.0,442563.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481601,Iatrogenic endocrine disorders (PheCode 258),['EFO_0001379'],['EFO_0001379'],39024449,2024-07-19,250.0,450887.0,451137.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481839,Autism (PheCode 313.3),['EFO_0003758'],['EFO_0003758'],39024449,2024-07-19,365.0,450912.0,451277.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90503321,Total testosterone levels,['EFO_0004908'],['EFO_0004908'],40316537,2025-05-02,0.0,0.0,13443.0,['MVP'],[],['Metabolite']
GCST90568537,Gut microbiome abundance (class Flavonifractor sp. (at 3 months) x Older Siblings interaction,['EFO_0007874' 'EFO_0009713'],['EFO_0007874' 'EFO_0009713'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
GCST90568687,Gut microbiome abundance (class Enterobacter cloacae (at 3 months) x Vaginal Birth interaction,['EFO_0006922' 'EFO_0007874'],['EFO_0006922' 'EFO_0007874'],40187613,2025-04-03,0.0,0.0,693.0,['CHILD'],['Harmonized summary statistics are not available or empty'],[]
FINNGEN_R12_I9_HEARTFAIL,"Heart failure, strict",['EFO_0003144'],['EFO_0003144'],,,37653.0,462695.0,500348.0,['FinnGen'],[],[]
GCST002057,DNA methylation (parent-of-origin),['EFO_0022599'],['EFO_0022599'],23725790,2013-06-03,0.0,0.0,1024.0,,['Harmonized summary statistics are not available or empty'],[]
GCST002739,Lung cancer (household air pollution interaction),['EFO_0001071' 'EFO_0006924'],['EFO_0001071' 'EFO_0006924'],25566987,2015-01-08,1731.0,1349.0,3080.0,,['Harmonized summary statistics are not available or empty'],[]
GCST003156,Systemic lupus erythematosus,['MONDO_0007915'],['MONDO_0007915'],26502338,2015-10-26,5201.0,9066.0,14267.0,,[],[]
GCST004526,Subclinical trait of interstitial lung disease (basilar percentage of high attenuation areas on CT scan),['EFO_0007627'],['EFO_0007627'],28521775,2017-05-18,0.0,0.0,7671.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004774,Type 2 diabetes,['MONDO_0005148'],['MONDO_0005148'],28566273,2017-05-31,26676.0,132532.0,159208.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004784,Alcoholic hepatitis,['EFO_1001345'],['EFO_1001345'],28776448,2017-08-04,90.0,93.0,183.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005211,Nodular sclerosis Hodgkin lymphoma,['EFO_0004708'],['EFO_0004708'],29196614,2017-12-01,1278.0,14325.0,15603.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005500,Total cholesterol levels in large HDL,['EFO_0004612'],['EFO_0004612'],29084231,2017-10-30,0.0,0.0,8372.0,,['Harmonized summary statistics are not available or empty'],[]
GCST005982,Calcium levels,['EFO_0004838'],['EFO_0004838'],29403010,2018-02-05,0.0,0.0,71701.0,,['Harmonized summary statistics are not available or empty'],[]
GCST008680,HDL cholesterol levels in non smokers,['EFO_0004612'],['EFO_0004612'],30926973,2019-03-29,0.0,0.0,110429.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009731_39,Blood protein levels in cardiovascular risk,['EFO_0010619'],['EFO_0010619'],28369058,2017-04-03,0.0,0.0,3394.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90003768,aseg lh intensity Thalamus-Proper,['EFO_0004346'],['EFO_0004346'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90005756,rfMRI connectivity (ICA100 edge 903),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90010739,Threonine levels,['EFO_0009775'],['EFO_0009775'],33414548,2021-01-07,0.0,0.0,29276.0,['FENLAND' 'EPIC-Norfolk' 'INTERVAL' 'KORA' 'TWINS-UK'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90011305,C_Clostridia abundance,['EFO_0007874'],['EFO_0007874'],33462482,2021-01-18,0.0,0.0,8956.0,['POPGEN' 'FOCUS' 'KORA' 'SHIP' 'SHIP-TREND'],[],[]
GCST90011737,Aspartate transaminase levels in high alcohol intake,['EFO_0004736'],['EFO_0004736'],32561361,2020-06-16,0.0,0.0,34101.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90012217,Mean corpuscular hemoglobin,['EFO_0004527'],['EFO_0004527'],32171239,2020-03-14,0.0,0.0,17400.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90012907,Brain shape (segment 28),['OBA_2045210'],['OBA_2045210'],33821002,2021-04-05,0.0,0.0,19670.0,['UKB'],['Harmonized summary statistics are not available or empty'],['Multivariate analysis']
GCST90024077,Diacylglycerol (14:0_18:2) levels,['EFO_0010223'],['EFO_0010223'],35668104,2022-06-06,0.0,0.0,4492.0,['BHS'],[],['Metabolite']
GCST90024323,Alkenylphosphatidylcholine (P-16:0/14:0) levels,['EFO_0010226'],['EFO_0010226'],35668104,2022-06-06,0.0,0.0,4492.0,['BHS'],[],['Metabolite']
GCST90024693,Ceramide (d20:1/22:0) levels,['EFO_0010222'],['EFO_0010222'],35668104,2022-06-06,0.0,0.0,6057.0,['BHS' 'ADNI' 'AIBL'],[],['Metabolite']
GCST90027060,Prostate cancer,['EFO_0001663'],['EFO_0001663'],34290314,2021-07-21,7438.0,118206.0,125644.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90032251,CAG-1031 abundance in stool,['EFO_0007874'],['EFO_0007874'],35115689,2022-02-03,0.0,0.0,5959.0,['FINRISK'],[],[]
GCST90032638,UCG-010 sp003150215 abundance in stool,['EFO_0007874'],['EFO_0007874'],35115689,2022-02-03,0.0,0.0,5959.0,['FINRISK'],[],[]
GCST90041871,Nervous feelings (UKB data field 1970),['EFO_0009597'],['EFO_0009597'],34737426,2021-11-04,105190.0,339154.0,444344.0,['UKB'],[],[]
GCST90043268,Workplace very cold: PHESANT recoding (UKB data field 22607_2),['EFO_0008360'],['EFO_0008360'],34737426,2021-11-04,9976.0,102659.0,112635.0,['UKB'],[],[]
GCST90043316,Job SOC coding: Officers in armed forces (UKB data field 22617_1171),['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,723.0,113118.0,113841.0,['UKB'],[],[]
GCST90044677,Superficial injury without mention of infection (PheCode 915),['EFO_0000546'],['EFO_0000546'],34737426,2021-11-04,2635.0,453713.0,456348.0,['UKB'],[],[]
GCST90044701,Android fat mass,['OBA_0004528'],['OBA_0004528'],34239500,2021-06-22,0.0,0.0,2294.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90060960,Triacylglycerol(54:7)_[M+NH4]1+ levels,['EFO_0004530'],['EFO_0004530'],34503513,2021-09-10,0.0,0.0,5662.0,['PROMIS'],[],['Metabolite']
GCST90081582,Handedness chirality laterality - Use both right and left hands equally (UKB data field 1707) (Gene-based burden),['EFO_0003889'],['EFO_0003889'],34662886,2021-10-18,7455.0,423157.0,430612.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083264,Eye measure - 3mm weak meridian angle right (UKB data field 5100) (Gene-based burden),['EFO_0004731'],['EFO_0004731'],34662886,2021-10-18,0.0,0.0,103540.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083268,Eye measure - 3mm strong meridian angle left (UKB data field 5104) (Gene-based burden),['EFO_0004731'],['EFO_0004731'],34662886,2021-10-18,0.0,0.0,103531.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084334,"ICD10 L40.9: Psoriasis, unspecified (Gene-based burden)",['EFO_0000676'],['EFO_0000676'],34662886,2021-10-18,2364.0,384617.0,386981.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90091541,Fasting cholesterol esters in large HDL,['EFO_0004612' 'EFO_0008589'],['EFO_0004612' 'EFO_0008589'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90093285,Mean arterial pressure x depressive symptoms interaction (1df test),['EFO_0006340' 'MONDO_0002009'],['MONDO_0002009' 'EFO_0006340'],34734193,2020-10-31,0.0,0.0,68450.0,"['ARIC' 'CARDIA' 'CHS' 'GENOA' 'HABC' 'HANDLS' 'JHS' 'MESA' 'WHI' 'AGES'
 'ERF' 'FHS' 'HYPERGEN' 'NEO' 'other' 'SP2']",['Harmonized summary statistics are not available or empty'],[]
