studyId,traitFromSource,traitFromSourceMappedIds,diseaseIds,pubmedId,publicationDate,nCases,nControls,nSamples,cohorts,qualityControls,analysisFlags
GCST90032591,UBA1066 sp900317515 abundance in stool,['EFO_0007874'],['EFO_0007874'],35115689,2022-02-03,0.0,0.0,5959.0,['FINRISK'],[],[]
GCST90041810,"Major dietary changes in the last 5 years: Yes, because of illness (UKB data field 1538_1)",['EFO_0008111'],['EFO_0008111'],34737426,2021-11-04,48347.0,406830.0,455177.0,['UKB'],[],[]
GCST90043710,Started insulin within one year diabetes mellitis diagnosis (UKB data field 2986),['EFO_0009924'],['EFO_0009924'],34737426,2021-11-04,2551.0,18341.0,20892.0,['UKB'],[],[]
GCST90082559,Recent inability to stop or control worrying - Nearly every day (UKB data field 20509) (Gene-based burden),['EFO_0007803'],['EFO_0007803'],34662886,2021-10-18,3553.0,135596.0,139149.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082706,Frequency of harder stools when abdominal discomfort pain started - 503 Most of the time (UKB data field 21032) (Gene-based burden),['HP_0031685'],['HP_0031685'],34662886,2021-10-18,4007.0,79139.0,83146.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083648,"ICD10 D12: Benign neoplasm of colon, rectum, anus and anal canal (Gene-based burden)",['EFO_0002422'],['EFO_0002422'],34662886,2021-10-18,16948.0,370732.0,387680.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90084593,ICD10 N32: Other disorders of bladder (Gene-based burden),['EFO_1000018'],['EFO_1000018'],34662886,2021-10-18,10863.0,375390.0,386253.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90100517,Serum aluminum levels,['OBA_2050063'],['OBA_2050063'],35501403,2022-05-02,0.0,0.0,1775.0,['FAMHES'],[],['Metabolite']
GCST90100694,Bcl-2-related protein A1 levels,['EFO_0020178'],['EFO_0020178'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90100763,Calcium-dependent phospholipase A2 levels,['EFO_0020216'],['EFO_0020216'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90103158,Proline levels,['EFO_0009773'],['EFO_0009773'],35050183,2022-01-11,0.0,0.0,8809.0,['BRRD'],['Harmonized summary statistics are not available or empty'],[]
GCST90104251,Blood urea nitrogen levels,['EFO_0004741'],['EFO_0004741'],35121771,2022-02-04,0.0,0.0,9663.0,['GENIE'],['Harmonized summary statistics are not available or empty'],[]
GCST90104746,"COVID-19 (hospitalized vs tested, not hospitalized)",['MONDO_0100096'],['MONDO_0100096'],35224516,2022-02-22,1703.0,43659.0,45362.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90129011,Histidine levels (Biocrates platform),['EFO_0009769'],['EFO_0009769'],27073872,2016-04-13,0.0,0.0,707.0,['TwinsUK'],['Harmonized summary statistics are not available or empty'],[]
GCST90133296,Univariate microbial feature (family: neisseriaceae) at the antecubital fossa (moist skin),['EFO_0801228'],['EFO_0801228'],36261456,2022-10-19,0.0,0.0,597.0,['POPGEN' 'KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90140403,X-12543 levels,['EFO_0800718'],['EFO_0800718'],35347128,2022-03-28,0.0,0.0,6136.0,['METSIM'],['Harmonized summary statistics are not available or empty'],[]
GCST90176966,Metabolite peak levels (QI14778),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90177860,Metabolite peak levels (QI510),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90179091,Metabolite peak levels (QI82),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90200561,X-18779 levels,['EFO_0004725'],['EFO_0004725'],36635386,2023-01-12,0.0,0.0,8144.0,['CLSA'],[],['Metabolite']
GCST90201434,Phenol glucuronide levels,['EFO_0800084'],['EFO_0800084'],36635386,2023-01-12,0.0,0.0,31.0,['CLSA'],[],['Metabolite']
GCST90201441,1-(1-enyl-stearoyl)-2-oleoyl-GPE (p-18:0/18:1) levels,['EFO_0800395'],['EFO_0800395'],36635386,2023-01-12,0.0,0.0,60.0,['CLSA'],[],['Metabolite']
GCST90202106,"2,3-dihydroxypyridine levels",['EFO_0022199'],['EFO_0022199'],36635386,2023-01-12,0.0,0.0,69.0,['CLSA'],[],['Metabolite']
GCST90203819,Leucine levels,['EFO_0009770'],['EFO_0009770'],36635386,2023-01-12,0.0,0.0,108.0,['CLSA'],[],['Metabolite']
GCST90225880,MAPKAPK3 level (plasma),['EFO_0008226'],['EFO_0008226'],34239129,2021-07-08,0.0,0.0,529.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90243637,X-11485 levels,['EFO_0021244'],['EFO_0021244'],24816252,2014-05-11,0.0,0.0,4544.0,['TwinsUK' 'KORA'],[],['Metabolite']
GCST90244280,Phosphatidylcholine (O-16:1_18:1) levels,['OBA_2045120'],['OBA_2045120'],36193934,2022-10-04,0.0,0.0,2624.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90245720,X-23588 levels,['EFO_0004725'],['EFO_0004725'],36357675,2022-11-10,0.0,0.0,14296.0,['INTERVAL' 'EPIC-Norfolk'],['Harmonized summary statistics are not available or empty'],[]
GCST90245832,Prolonged pregnancy,['EFO_0009681'],['EFO_0009681'],36553520,2022-11-30,2852.0,316832.0,319684.0,['UKB' 'FinnGen'],['Harmonized summary statistics are not available or empty'],[]
GCST90246563,ADP-ribosylation factor 5 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90246672,Beta-defensin 112 levels,['EFO_0801418'],['EFO_0801418'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90246979,Adenosine deaminase CECR1 levels,['EFO_0004747'],['EFO_0004747'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247986,Interferon-induced protein with tetratricopeptide repeats 2 levels,['EFO_0802651'],['EFO_0802651'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249766,Tax1-binding protein 1 levels,['EFO_0803138'],['EFO_0803138'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90257216,NH4_C16:1 Cholesteryl ester levels in chronic kidney disease,['EFO_0010342'],['EFO_0010342'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90257551,Pseudouridine levels in chronic kidney disease,['EFO_0021126'],['EFO_0021126'],35120996,2022-02-01,0.0,0.0,822.0,['CRIC'],[],['Metabolite']
GCST90258154,Phenylacetylglutamine levels in chronic kidney disease,['EFO_0021013'],['EFO_0021013'],35120996,2022-02-01,0.0,0.0,687.0,['CRIC'],[],['Metabolite']
GCST90258313,4-guanidinobutanoic acid levels in chronic kidney disease,['EFO_0800003'],['EFO_0800003'],35120996,2022-02-01,0.0,0.0,687.0,['CRIC'],[],['Metabolite']
GCST90264805,"Plasma androstenediol (3beta,17beta) monosulfate (1) levels in chronic kidney disease",['EFO_0800294'],['EFO_0800294'],37277652,2023-06-05,0.0,0.0,4878.0,['GCKD'],[],['Metabolite']
GCST90265710,"Plasma N6,N6-dimethyllysine levels in chronic kidney disease",['EFO_0800100'],['EFO_0800100'],37277652,2023-06-05,0.0,0.0,4960.0,['GCKD'],[],['Metabolite']
GCST90266328,Urine X-13847 levels in chronic kidney disease,['EFO_0004725'],['EFO_0004725'],37277652,2023-06-05,0.0,0.0,4875.0,['GCKD'],['The number of SNPs in the study is below the expected threshold'],['Metabolite']
GCST90269513,Cholesteryl esters in VLDL (UKB data field 23416),['EFO_0010351'],['EFO_0010351'],36764567,2023-02-09,0.0,0.0,88329.0,['UKB'],[],['Metabolite']
GCST90271650,Metabolonic lactone sulfate levels (advanced age),['EFO_0800659'],['EFO_0800659'],37118062,2022-04-14,0.0,0.0,116.0,['NR'],['Harmonized summary statistics are not available or empty'],[]
GCST90271693,"PHQ-9 questionnaire- feeling down, depressed, or hopeless several or more days in the last two weeks (UKB data field 20510)",['EFO_0007803'],['EFO_0007803'],38375614,2024-02-20,0.0,0.0,138965.0,['UKB'],[],[]
GCST90274861,COVID-19 severity,['EFO_0600019'],['EFO_0600019'],35368071,2022-04-02,17973.0,74883.0,92857.0,['Other' 'HGI'],['Harmonized summary statistics are not available or empty'],[]
GCST90279225,Plasma metabolome feature (c18_3875),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280518,Plasma metabolome feature (hilic_5962),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90280605,Plasma metabolome feature (hilic_6446),['EFO_0005664'],['EFO_0005664'],36482414,2022-12-08,0.0,0.0,441.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295204,Seropositivity for human poliovirus peptide (twist_48198),['EFO_0803686'],['EFO_0803686'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90295926,"Seropositivity (peptide co-occurrence module 4: autoantigens, allergens, bacteria)",['EFO_0007034'],['EFO_0007034'],37164013,2023-04-25,0.0,0.0,1745.0,['Lifelines' 'other'],['Harmonized summary statistics are not available or empty'],[]
GCST90299782,Metabolite levels (stachydrine; proline-betaine; proline betaine),['EFO_0005664'],['EFO_0005664'],37253714,2023-05-30,0.0,0.0,10269.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90300350,Metabolite levels (5-hydroxylysine),['EFO_0800002'],['EFO_0800002'],37253714,2023-05-30,0.0,0.0,6348.0,['ARIC' 'HCHS' 'SOL' 'FHS' 'CHS' 'MESA'],['Harmonized summary statistics are not available or empty'],[]
GCST90317952,Cerebrospinal fluid galactonate levels,['EFO_0800145' 'OBA_2045291'],['EFO_0800145' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318026,Cerebrospinal fluid tryptophan betaine levels,['EFO_0021017' 'OBA_2045291'],['EFO_0021017' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318034,Cerebrospinal fluid cyclo(leu-pro) levels,['EFO_0800676' 'OBA_2045291'],['EFO_0800676' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2311.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318139,Cerebrospinal fluid 3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)** levels,['EFO_0800566' 'OBA_2045291'],['EFO_0800566' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2311.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90318323,Cerebrospinal fluid metabolite X-23739 levels,['EFO_0800863' 'OBA_2045291'],['EFO_0800863' 'OBA_2045291'],39528826,2024-11-11,0.0,0.0,2602.0,['Knight_ADRC' 'DIAN' 'Barcelona-1' 'ADNI' 'GR@ACE' 'WADRC' 'WRAP'],[],['Metabolite']
GCST90319614,Serum high density lipoprotein cholesterol levels,['EFO_0004612'],['EFO_0004612'],38584764,2024-02-28,0.0,0.0,215453.0,['UKB'],[],['Metabolite']
GCST90385742,T1 FreeSurfer DK rh parstriangularis thickness,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90386890,REST UKBBICA NET100 1036,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,7058.0,['CHIMGEN'],[],[]
GCST90387432,T1 CAT volume L SuperiorTemporalGyrusposteriordivision,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90388117,T1 FreeSurfer a2009s lh G temp sup-Plan tempo area,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389277,REST UKBBICA NET100 0009,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90389833,REST UKBBICA NET100 0565,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90390287,REST UKBBICA NET100 1019,['EFO_0004346'],['EFO_0004346'],38811844,2024-05-29,0.0,0.0,40282.0,['UKB' 'CHIMGEN'],[],[]
GCST90428234,Brain imaging derived volumetric endophenotypes (Right PHG parahippocampal gyrus),['OBA_2050009'],['OBA_2050009'],37634885,2023-08-25,0.0,0.0,381195.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90432454,Biogenesis of lysosome-related organelles complex 1 subunit 2 levels,['OBA_2040806'],['OBA_2040806'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90435120,Kallikrein-14 levels,['EFO_0020513'],['EFO_0020513'],37794183,2023-10-04,0.0,0.0,46327.0,['UKB-PPP'],['Harmonized summary statistics are not available or empty'],[]
GCST90435657,Benign neoplasm of other parts of digestive system (PheCode 211),['MONDO_0000385'],['MONDO_0000385'],30104761,2018-08-13,5280.0,395301.0,400581.0,['UKB'],[],[]
GCST90436208,Other upper respiratory disease (PheCode 479),['MONDO_0004867'],['MONDO_0004867'],30104761,2018-08-13,4101.0,390045.0,394146.0,['UKB'],[],[]
GCST90436509,Polyp of female genital organs (PheCode 622),['EFO_0008622'],['EFO_0008622'],30104761,2018-08-13,10881.0,396384.0,407265.0,['UKB'],[],[]
GCST90446473,Breast cancer subtype (HER2-enriched-like vs luminal B-like),['EFO_1000294' 'MONDO_0021115'],['EFO_1000294' 'MONDO_0021115'],38832928,2024-06-04,18273.0,0.0,18273.0,['BCAC'],['Harmonized summary statistics are not available or empty'],[]
GCST90474919,Volume of right cortical nucleus,['OBA_2050034'],['OBA_2050034'],40097784,2025-03-17,0.0,0.0,35474.0,['UKB'],[],[]
GCST90477082,"Symptoms concerning nutrition, metabolism, and development (PheCode 1002)",['EFO_0003765'],['EFO_0003765'],39024449,2024-07-19,2337.0,54830.0,57167.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90477622,Other retinal disorders (PheCode 362),['EFO_0003839'],['EFO_0003839'],39024449,2024-07-19,1116.0,5145.0,6261.0,['MVP'],[],[]
GCST90479434,Takes medication for Rheumatoid Arthritis?,['EFO_0000685' 'EFO_0007010'],['EFO_0007010' 'EFO_0000685'],39024449,2024-07-19,1609.0,27705.0,29314.0,['MVP'],[],[]
GCST90480508,Other allied disorders of spine (PheCode 721.8),['MONDO_0000812'],['MONDO_0000812'],39024449,2024-07-19,1634.0,563673.0,565307.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481028,Difficulty in walking (PheCode 741.3),['HP_0001288'],['HP_0001288'],39024449,2024-07-19,35603.0,564403.0,600006.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90481933,Lagophthalmos (PheCode 374.2),['MONDO_0001604'],['MONDO_0001604'],39024449,2024-07-19,236.0,121263.0,121499.0,['MVP'],['Harmonized summary statistics are not available or empty'],[]
GCST90488162,Hexosylceramides amide (d42:1) levels,['EFO_0004529'],['EFO_0004529'],39753034,2025-01-02,0.0,0.0,1149.0,['TDCOB'],[],['Metabolite']
GCST90488314,Triglyceride (56:6) levels,['EFO_0004530'],['EFO_0004530'],39753034,2025-01-02,0.0,0.0,1149.0,['TDCOB'],[],['Metabolite']
GCST90488325,Triglycerides (54:3) levels,['EFO_0004530'],['EFO_0004530'],39753034,2025-01-02,0.0,0.0,1149.0,['TDCOB'],[],['Metabolite']
FINNGEN_R12_K11_HEPFAIL,"Hepatic failure, not elsewhere classified",['HP_0001399'],['HP_0001399'],,,1272.0,485213.0,486485.0,['FinnGen'],[],[]
FINNGEN_R12_N14_FIOTHNAS,"Female infertility, cervigal, vaginal, other or unspecified origin",['EFO_0008560'],['EFO_0008560'],,,15336.0,130160.0,145496.0,['FinnGen'],[],[]
GCST000184_3,Waist circumference and related phenotypes,['EFO_0004612'],['EFO_0004612'],18454146,2008-05-04,0.0,0.0,2684.0,,['Harmonized summary statistics are not available or empty'],[]
GCST000976,Type 2 diabetes,['MONDO_0005148'],['MONDO_0005148'],21347282,2011-02-10,1264.0,5678.0,6942.0,,['Harmonized summary statistics are not available or empty'],[]
GCST004068,Venous thromboembolism adjusted for sickle cell variant rs77121243-T,['EFO_0004286'],['EFO_0004286'],28203683,2017-02-16,393.0,4941.0,5334.0,,['Harmonized summary statistics are not available or empty'],[]
GCST008962_7,Hematology traits,['EFO_0009188'],['EFO_0009188'],30576415,2019-08-01,0.0,0.0,1225.0,,['Harmonized summary statistics are not available or empty'],[]
GCST009821,Response to statins (LDL cholesterol percent change),['EFO_0007804' 'GO_0036273'],['EFO_0007804' 'GO_0036273'],31969989,2020-01-16,0.0,0.0,34874.0,,['Harmonized summary statistics are not available or empty'],[]
GCST012050,Diastolic blood pressure,['EFO_0006336'],['EFO_0006336'],34074324,2021-06-01,0.0,0.0,1520.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90003480,aparc-Desikan rh thickness bankssts,['EFO_0004840'],['EFO_0004840'],33875891,2021-04-19,0.0,0.0,21282.0,['UKB'],[],[]
GCST90005627,rfMRI connectivity (ICA100 edge 774),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90006156,rfMRI connectivity (ICA100 edge 1303),['OBA_2045295'],['OBA_2045295'],33875891,2021-04-19,0.0,0.0,21081.0,['UKB'],[],[]
GCST90010824,Phosphatidylcholine acyl-alkyl C32:2 levels,['EFO_0010226'],['EFO_0010226'],33414548,2021-01-07,0.0,0.0,16839.0,['FENLAND' 'EPIC-Norfolk' 'INTERVAL' 'KORA' 'TWINS-UK'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90011589,OTU97_27 (Bacteroides) prevalence,['EFO_0007874'],['EFO_0007874'],33462482,2021-01-18,0.0,0.0,8956.0,['POPGEN' 'FOCUS' 'KORA' 'SHIP' 'SHIP-TREND'],[],[]
GCST90018690,Rheumatoid arthritis,['EFO_0000685'],['EFO_0000685'],34594039,2021-09-30,5348.0,173268.0,178616.0,['BBJ'],[],[]
GCST90025061,Phosphatidylglycerol (34:1) levels,['EFO_0007630'],['EFO_0007630'],35668104,2022-06-06,0.0,0.0,6057.0,['BHS' 'ADNI' 'AIBL'],[],['Metabolite']
GCST90026293,X-12100 levels,['EFO_0004725'],['EFO_0004725'],33437055,2021-01-12,0.0,0.0,291.0,,[],['Metabolite']
GCST90026601,Late-onset Alzheimer’s disease in APOEe4 non-carriers,['EFO_1001870'],['EFO_1001870'],34151794,2021-06-18,621.0,976.0,1597.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90043043,"Job coding: public relations officer, press officer, information officer, publicity assistant (UKB data field 22601_34333239)",['EFO_0005241'],['EFO_0005241'],34737426,2021-11-04,507.0,111771.0,112278.0,['UKB'],[],[]
GCST90043714,Anxiety disorders (PheCode 300),['EFO_0000677'],['EFO_0000677'],34737426,2021-11-04,191.0,456157.0,456348.0,['UKB'],[],[]
GCST90060812,Sphingomyelin(42:8)_[M+H]1+ levels,['EFO_0010118'],['EFO_0010118'],34503513,2021-09-10,0.0,0.0,5662.0,['PROMIS'],[],['Metabolite']
GCST90081588,Ease of skin tanning - Get very tanned (UKB data field 1727) (Gene-based burden),['EFO_0004795'],['EFO_0004795'],34662886,2021-10-18,89584.0,332986.0,422570.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90081861,Osteoarthritis (Gene-based burden),['MONDO_0005178'],['MONDO_0005178'],34662886,2021-10-18,39005.0,292749.0,331754.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90082421,Frequency of consuming six or more units of alcohol - Weekly (UKB data field 20416) (Gene-based burden),['EFO_0009113'],['EFO_0009113'],34662886,2021-10-18,16785.0,111364.0,128149.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083092,Malignant neoplasm of overlapping sites of breast (UKB data field 40006) (Gene-based burden),['EFO_0003869'],['EFO_0003869'],34662886,2021-10-18,878.0,40127.0,41005.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90083466,Pain types experienced in last month - Neck or shoulder pain (UKB data field 6159) (Gene-based burden),['EFO_0003843'],['EFO_0003843'],34662886,2021-10-18,104510.0,161433.0,265943.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90085075,ICD10 T90: Sequelae of injuries of head (Gene-based burden),['EFO_0009505'],['EFO_0009505'],34662886,2021-10-18,649.0,387281.0,387930.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90091591,Fasting cholesterol esters in small HDL,['EFO_0004612' 'EFO_0008589'],['EFO_0004612' 'EFO_0008589'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90091722,Postprandial triglycerides levels in medium VLDL,['EFO_0004530'],['EFO_0004530'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90094128,Gut microbiota presence (genus Riemerella),['EFO_0007874'],['EFO_0007874'],33563976,2021-02-09,232.0,386.0,618.0,,['Harmonized summary statistics are not available or empty'],[]
GCST90094777,Ham liking,['EFO_0010155'],['EFO_0010155'],35585065,2022-05-18,0.0,0.0,158550.0,['UKB'],[],[]
GCST90095241,Phospholipid levels in very small VLDL meal response (OrNLSr),['EFO_0020903'],['EFO_0020903'],34610981,2021-10-05,0.0,0.0,,,['Harmonized summary statistics are not available or empty'],[]
GCST90100661,Anterior gradient protein 2 homolog levels,['EFO_0020152'],['EFO_0020152'],28240269,2017-02-27,0.0,0.0,997.0,['KORA'],['Harmonized summary statistics are not available or empty'],[]
GCST90101941,Ceramide (d42:2)B levels,['EFO_0010222'],['EFO_0010222'],35393526,2022-04-07,0.0,0.0,650.0,['AMISH'],['Harmonized summary statistics are not available or empty'],[]
GCST90102159,Triglycerides (46:4)B levels,['EFO_0004530'],['EFO_0004530'],35393526,2022-04-07,0.0,0.0,650.0,['AMISH'],['Harmonized summary statistics are not available or empty'],[]
GCST90102462,Non treatment-resistant schizophrenia,['MONDO_0005090'],['MONDO_0005090'],35019943,2022-01-12,20325.0,30122.0,50447.0,['\ufeffPGC'],['Harmonized summary statistics are not available or empty'],[]
GCST90104201,Smoking behavior,['OBA_2050116'],['OBA_2050116'],35121771,2022-02-04,0.0,0.0,8460.0,['GENIE'],['Harmonized summary statistics are not available or empty'],[]
GCST90129024,Oleoylcarnitine levels (Biocrates platform),['EFO_0021043'],['EFO_0021043'],27073872,2016-04-13,0.0,0.0,707.0,['TwinsUK'],['Harmonized summary statistics are not available or empty'],[]
GCST90129037,2-palmitoylglycerophosphocholine levels (Biocrates platform),['EFO_0021097'],['EFO_0021097'],27073872,2016-04-13,0.0,0.0,707.0,['TwinsUK'],['Harmonized summary statistics are not available or empty'],[]
GCST90129575,Otosclerosis,['EFO_0004213'],['EFO_0004213'],36653343,2023-01-18,3504.0,861198.0,864702.0,['FinnGen' 'UKB' 'EB'],[],[]
GCST90178132,Metabolite peak levels (QI6512),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90178285,Metabolite peak levels (QI7089),['EFO_0004725'],['EFO_0004725'],35995766,2022-08-22,0.0,0.0,2466.0,['JHS'],['Harmonized summary statistics are not available or empty'],['Metabolite']
GCST90200811,Choline to taurocholate ratio,['EFO_0022223'],['EFO_0022223'],36635386,2023-01-12,0.0,0.0,7625.0,['CLSA'],[],['Metabolite']
GCST90201261,"5alpha-androstan-3beta,17alpha-diol disulfate levels",['EFO_0800289'],['EFO_0800289'],36635386,2023-01-12,0.0,0.0,50.0,['CLSA'],[],['Metabolite']
GCST90202064,3-phenylpropionate hydrocinnamate levels,['EFO_0021010'],['EFO_0021010'],36635386,2023-01-12,0.0,0.0,102.0,['CLSA'],[],['Metabolite']
GCST90203163,Indoleacetate levels,['EFO_0021015'],['EFO_0021015'],36635386,2023-01-12,0.0,0.0,106.0,['CLSA'],[],['Metabolite']
GCST90203467,Citraconate/glutaconate levels,['EFO_0022200' 'EFO_0022201'],['EFO_0022201' 'EFO_0022200'],36635386,2023-01-12,0.0,0.0,108.0,['CLSA'],[],['Metabolite']
GCST90203559,"Sphingomyelin (d17:2/16:0, d18:2/15:0) levels",['EFO_0010118'],['EFO_0010118'],36635386,2023-01-12,0.0,0.0,107.0,['CLSA'],[],['Metabolite']
GCST90225771,FAM3B level (CSF),['EFO_0021857'],['EFO_0021857'],34239129,2021-07-08,0.0,0.0,835.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90247991,Interferon alpha/beta receptor 1 levels,['EFO_0021850'],['EFO_0021850'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90248214,Keratinocyte differentiation-associated protein levels,['EFO_0801743'],['EFO_0801743'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249748,Synaptotagmin-5 levels,['EFO_0803120'],['EFO_0803120'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90249961,TNF receptor-associated factor 4 levels,['EFO_0803158'],['EFO_0803158'],34648354,2021-11-12,0.0,0.0,10708.0,['other'],['Harmonized summary statistics are not available or empty'],[]
GCST90256841,Gamma glutamyltransferase levels (gene-based - collapsed splice),['EFO_0004532'],['EFO_0004532'],36088354,2022-09-10,0.0,0.0,183018.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90256898,Albumin levels (kernel-based - missense),['OBA_2050068'],['OBA_2050068'],36088354,2022-09-10,0.0,0.0,143798.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90256975,Urate levels (kernel-based - splice),['EFO_0004531'],['EFO_0004531'],36088354,2022-09-10,0.0,0.0,156167.0,['UKB'],['Harmonized summary statistics are not available or empty'],[]
GCST90257103,Unknown cell population perturbation response (side scatter coefficient of variation of unknown cell population 1 in response to TMAO perturbation measured by WNR dye),['EFO_0004503' 'GO_0050896'],['GO_0050896' 'EFO_0004503'],38049662,2023-12-04,0.0,0.0,325.0,['MGBB'],[],[]
GCST90264384,Urine 2-methoxyacetaminophen sulfate* levels in chronic kidney disease,['EFO_0021154'],['EFO_0021154'],37277652,2023-06-05,0.0,0.0,1414.0,['GCKD'],[],['Metabolite']
