Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:1347361	MGI	MGI:1347361	Mmp23	matrix metallopeptidase 23	protein coding gene	ENSMUSG00000029061
MGI:1202395	MGI	MGI:1202395	Mmp8	matrix metallopeptidase 8	protein coding gene	ENSMUSG00000005800
MGI:97011	MGI	MGI:97011	Mmp9	matrix metallopeptidase 9	protein coding gene	ENSMUSG00000017737
MGI:1918195	MGI	MGI:1918195	Mmrn1	multimerin 1	protein coding gene	ENSMUSG00000054641
MGI:1336894	MGI	MGI:1336894	Mocs2	molybdenum cofactor synthesis 2	protein coding gene	ENSMUSG00000015536
MGI:97052	MGI	MGI:97052	Mos	Moloney sarcoma oncogene	protein coding gene	ENSMUSG00000078365
MGI:1343489	MGI	MGI:1343489	Mpdz	multiple PDZ domain crumbs cell polarity complex component	protein coding gene	ENSMUSG00000028402
MGI:97073	MGI	MGI:97073	Mpg	N-methylpurine-DNA glycosylase	protein coding gene	ENSMUSG00000020287
MGI:2443138	MGI	MGI:2443138	Mphosph9	M-phase phosphoprotein 9	protein coding gene	ENSMUSG00000038126
MGI:97137	MGI	MGI:97137	Mpo	myeloperoxidase	protein coding gene	ENSMUSG00000009350
MGI:1858257	MGI	MGI:1858257	Mpp2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	protein coding gene	ENSMUSG00000017314
MGI:1328354	MGI	MGI:1328354	Mpp3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	protein coding gene	ENSMUSG00000052373
MGI:2179733	MGI	MGI:2179733	Mpst	mercaptopyruvate sulfurtransferase	protein coding gene	ENSMUSG00000071711
MGI:97138	MGI	MGI:97138	Mpv17	MpV17 mitochondrial inner membrane protein	protein coding gene	ENSMUSG00000107283
MGI:103177	MGI	MGI:103177	Mpz	myelin protein zero	protein coding gene	ENSMUSG00000056569
MGI:1915731	MGI	MGI:1915731	Mpzl1	myelin protein zero-like 1	protein coding gene	ENSMUSG00000026566
MGI:107511	MGI	MGI:107511	Art1	ADP-ribosyltransferase 1	protein coding gene	ENSMUSG00000030996
MGI:1202710	MGI	MGI:1202710	Art4	ADP-ribosyltransferase 4	protein coding gene	ENSMUSG00000030217
MGI:109620	MGI	MGI:109620	Arvcf	armadillo repeat gene deleted in velocardiofacial syndrome	protein coding gene	ENSMUSG00000118669
MGI:2158468	MGI	MGI:2158468	Ms4a3	membrane-spanning 4-domains, subfamily A, member 3	protein coding gene	ENSMUSG00000024681
MGI:1329021	MGI	MGI:1329021	Msh5	mutS homolog 5	protein coding gene	ENSMUSG00000007035
MGI:1914361	MGI	MGI:1914361	Naaa	N-acylethanolamine acid amidase	protein coding gene	ENSMUSG00000029413
MGI:97166	MGI	MGI:97166	Msmb	beta-microseminoprotein	protein coding gene	ENSMUSG00000021907
MGI:97167	MGI	MGI:97167	Msn	moesin	protein coding gene	ENSMUSG00000031207
MGI:96080	MGI	MGI:96080	Mst1	macrophage stimulating 1 (hepatocyte growth factor-like)	protein coding gene	ENSMUSG00000032591
MGI:97168	MGI	MGI:97168	Msx1	msh homeobox 1	protein coding gene	ENSMUSG00000048450
MGI:1347061	MGI	MGI:1347061	Abcg2	ATP binding cassette subfamily G member 2 (Junior blood group)	protein coding gene	ENSMUSG00000029802
MGI:101786	MGI	MGI:101786	Mtf1	metal response element binding transcription factor 1	protein coding gene	ENSMUSG00000028890
MGI:1342005	MGI	MGI:1342005	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase	protein coding gene	ENSMUSG00000021048
MGI:1338850	MGI	MGI:1338850	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	protein coding gene	ENSMUSG00000005667
MGI:1344416	MGI	MGI:1344416	Ash2l	ASH2 like histone lysine methyltransferase complex subunit	protein coding gene	ENSMUSG00000031575
MGI:1858271	MGI	MGI:1858271	Mtmr1	myotubularin related protein 1	protein coding gene	ENSMUSG00000015214
MGI:1921552	MGI	MGI:1921552	Mtmr3	myotubularin related protein 3	protein coding gene	ENSMUSG00000034354
MGI:2181726	MGI	MGI:2181726	Mtnr1b	melatonin receptor 1B	protein coding gene	ENSMUSG00000050901
MGI:104697	MGI	MGI:104697	Muc5ac	mucin 5, subtypes A and C, tracheobronchial/gastric	protein coding gene	ENSMUSG00000037974
MGI:2153072	MGI	MGI:2153072	Trim37	tripartite motif-containing 37	protein coding gene	ENSMUSG00000018548
MGI:107624	MGI	MGI:107624	Mvk	mevalonate kinase	protein coding gene	ENSMUSG00000041939
MGI:97243	MGI	MGI:97243	Mx1	MX dynamin-like GTPase 1	polymorphic pseudogene	ENSMUSG00000000386
MGI:1914872	MGI	MGI:1914872	Mxra7	matrix-remodelling associated 7	protein coding gene	ENSMUSG00000020814
MGI:97249	MGI	MGI:97249	Myb	myeloblastosis oncogene	protein coding gene	ENSMUSG00000019982
MGI:106181	MGI	MGI:106181	Mybbp1a	MYB binding protein (P160) 1a	protein coding gene	ENSMUSG00000040463
MGI:101785	MGI	MGI:101785	Mybl2	myeloblastosis oncogene-like 2	protein coding gene	ENSMUSG00000017861
MGI:87914	MGI	MGI:87914	Aspa	aspartoacylase	protein coding gene	ENSMUSG00000020774
MGI:108005	MGI	MGI:108005	Myd88	myeloid differentiation primary response gene 88	protein coding gene	ENSMUSG00000032508
MGI:1339711	MGI	MGI:1339711	Myh1	myosin, heavy polypeptide 1, skeletal muscle, adult	protein coding gene	ENSMUSG00000056328
MGI:1930780	MGI	MGI:1930780	Myh10	myosin, heavy polypeptide 10, non-muscle	protein coding gene	ENSMUSG00000020900
MGI:107717	MGI	MGI:107717	Myh9	myosin, heavy polypeptide 9, non-muscle	protein coding gene	ENSMUSG00000022443
MGI:97272	MGI	MGI:97272	Myl2	myosin, light polypeptide 2, regulatory, cardiac, slow	protein coding gene	ENSMUSG00000013936
MGI:107716	MGI	MGI:107716	Myo10	myosin X	protein coding gene	ENSMUSG00000022272
MGI:1261811	MGI	MGI:1261811	Myo15a	myosin XVA	protein coding gene	ENSMUSG00000042678
MGI:107728	MGI	MGI:107728	Myo1d	myosin ID	protein coding gene	ENSMUSG00000035441
MGI:2183924	MGI	MGI:2183924	Myo3a	myosin IIIA	protein coding gene	ENSMUSG00000025716
MGI:105976	MGI	MGI:105976	Myo5a	myosin VA	protein coding gene	ENSMUSG00000034593
MGI:2442485	MGI	MGI:2442485	Myo5c	myosin VC	protein coding gene	ENSMUSG00000033590
MGI:104510	MGI	MGI:104510	Myo7a	myosin VIIA	protein coding gene	ENSMUSG00000030761
MGI:107709	MGI	MGI:107709	Myo7b	myosin VIIB	protein coding gene	ENSMUSG00000024388
MGI:107735	MGI	MGI:107735	Myo9a	myosin IXa	protein coding gene	ENSMUSG00000039585
MGI:1341430	MGI	MGI:1341430	Myom1	myomesin 1	protein coding gene	ENSMUSG00000024049
MGI:1100511	MGI	MGI:1100511	Myt1l	myelin transcription factor 1-like	protein coding gene	ENSMUSG00000061911
MGI:107563	MGI	MGI:107563	Nab2	Ngfi-A binding protein 2	protein coding gene	ENSMUSG00000025402
MGI:1261422	MGI	MGI:1261422	Naga	N-acetyl galactosaminidase, alpha	protein coding gene	ENSMUSG00000022453
MGI:97279	MGI	MGI:97279	Nat1	N-acetyl transferase 1	protein coding gene	ENSMUSG00000025588
MGI:1196326	MGI	MGI:1196326	Ncald	neurocalcin delta	protein coding gene	ENSMUSG00000051359
MGI:1891840	MGI	MGI:1891840	Ncbp1	nuclear cap binding protein subunit 1	protein coding gene	ENSMUSG00000028330
MGI:1915342	MGI	MGI:1915342	Ncbp2	nuclear cap binding protein subunit 2	protein coding gene	ENSMUSG00000022774
MGI:109186	MGI	MGI:109186	Ncf4	neutrophil cytosolic factor 4	protein coding gene	ENSMUSG00000071715
MGI:109601	MGI	MGI:109601	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	protein coding gene	ENSMUSG00000032475
MGI:1276523	MGI	MGI:1276523	Ncoa1	nuclear receptor coactivator 1	protein coding gene	ENSMUSG00000020647
MGI:1276535	MGI	MGI:1276535	Ncoa3	nuclear receptor coactivator 3	protein coding gene	ENSMUSG00000027678
MGI:1341799	MGI	MGI:1341799	Ndrg1	N-myc downstream regulated gene 1	protein coding gene	ENSMUSG00000005125
MGI:1914523	MGI	MGI:1914523	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	protein coding gene	ENSMUSG00000026260
MGI:1915625	MGI	MGI:1915625	Ndufa8	NADH:ubiquinone oxidoreductase subunit A8	protein coding gene	ENSMUSG00000026895
MGI:1913358	MGI	MGI:1913358	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	protein coding gene	ENSMUSG00000000399
MGI:1914514	MGI	MGI:1914514	Ndufb8	NADH:ubiquinone oxidoreductase subunit B8	protein coding gene	ENSMUSG00000025204
MGI:1913468	MGI	MGI:1913468	Ndufb9	NADH:ubiquinone oxidoreductase subunit B9	protein coding gene	ENSMUSG00000022354
MGI:1344370	MGI	MGI:1344370	Ndufc2	NADH:ubiquinone oxidoreductase subunit C2	protein coding gene	ENSMUSG00000030647
MGI:2443241	MGI	MGI:2443241	Ndufs1	NADH:ubiquinone oxidoreductase core subunit S1	protein coding gene	ENSMUSG00000025968
MGI:2385112	MGI	MGI:2385112	Ndufs2	NADH:ubiquinone oxidoreductase core subunit S2	protein coding gene	ENSMUSG00000013593
MGI:1915599	MGI	MGI:1915599	Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	protein coding gene	ENSMUSG00000005510
MGI:1922656	MGI	MGI:1922656	Ndufs7	NADH:ubiquinone oxidoreductase core subunit S7	protein coding gene	ENSMUSG00000020153
MGI:2385079	MGI	MGI:2385079	Ndufs8	NADH:ubiquinone oxidoreductase core subunit S8	protein coding gene	ENSMUSG00000059734
MGI:107851	MGI	MGI:107851	Ndufv1	NADH:ubiquinone oxidoreductase core subunit V1	protein coding gene	ENSMUSG00000037916
MGI:97297	MGI	MGI:97297	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	protein coding gene	ENSMUSG00000032216
MGI:1933754	MGI	MGI:1933754	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	protein coding gene	ENSMUSG00000024589
MGI:97309	MGI	MGI:97309	Nefh	neurofilament, heavy polypeptide	protein coding gene	ENSMUSG00000020396
MGI:97303	MGI	MGI:97303	Nek1	NIMA (never in mitosis gene a)-related expressed kinase 1	protein coding gene	ENSMUSG00000031644
MGI:109359	MGI	MGI:109359	Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	protein coding gene	ENSMUSG00000026622
MGI:1344371	MGI	MGI:1344371	Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3	protein coding gene	ENSMUSG00000031478
MGI:101784	MGI	MGI:101784	Nes	nestin	protein coding gene	ENSMUSG00000004891
MGI:97306	MGI	MGI:97306	Nf1	neurofibromin 1	protein coding gene	ENSMUSG00000020716
MGI:1859333	MGI	MGI:1859333	Nfat5	nuclear factor of activated T cells 5	protein coding gene	ENSMUSG00000003847
MGI:103296	MGI	MGI:103296	Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	protein coding gene	ENSMUSG00000031902
MGI:1920431	MGI	MGI:1920431	Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	protein coding gene	ENSMUSG00000023411
MGI:97312	MGI	MGI:97312	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	protein coding gene	ENSMUSG00000028163
MGI:1340031	MGI	MGI:1340031	Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1	protein coding gene	ENSMUSG00000042419
MGI:1919999	MGI	MGI:1919999	Tonsl	tonsoku-like, DNA repair protein	protein coding gene	ENSMUSG00000059323
MGI:97323	MGI	MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	protein coding gene	ENSMUSG00000000120
MGI:98481	MGI	MGI:98481	Nhlh1	nescient helix loop helix 1	protein coding gene	ENSMUSG00000051251
MGI:97324	MGI	MGI:97324	Nhlh2	nescient helix loop helix 2	protein coding gene	ENSMUSG00000048540
MGI:2684894	MGI	MGI:2684894	Nhs	NHS actin remodeling regulator	protein coding gene	ENSMUSG00000059493
MGI:1352751	MGI	MGI:1352751	Ninj2	ninjurin 2	protein coding gene	ENSMUSG00000041377
MGI:1931250	MGI	MGI:1931250	Nkg7	natural killer cell group 7 sequence	protein coding gene	ENSMUSG00000004612
MGI:1915289	MGI	MGI:1915289	Nmb	neuromedin B	protein coding gene	ENSMUSG00000025723
MGI:109384	MGI	MGI:109384	Atf3	activating transcription factor 3	protein coding gene	ENSMUSG00000026628
MGI:97356	MGI	MGI:97356	Nme2	NME/NM23 nucleoside diphosphate kinase 2	protein coding gene	ENSMUSG00000020857
MGI:1931148	MGI	MGI:1931148	Nme4	NME/NM23 nucleoside diphosphate kinase 4	protein coding gene	ENSMUSG00000024177
MGI:1202298	MGI	MGI:1202298	Nmt2	N-myristoyltransferase 2	protein coding gene	ENSMUSG00000026643
MGI:1860476	MGI	MGI:1860476	Nmu	neuromedin U	protein coding gene	ENSMUSG00000029236
MGI:88096	MGI	MGI:88096	Atf4	activating transcription factor 4	protein coding gene	ENSMUSG00000042406
MGI:1343095	MGI	MGI:1343095	Emc8	ER membrane protein complex subunit 8	protein coding gene	ENSMUSG00000031819
MGI:97359	MGI	MGI:97359	Nodal	nodal growth differentiation factor	protein coding gene	ENSMUSG00000037171
MGI:97362	MGI	MGI:97362	Nos3	nitric oxide synthase 3, endothelial cell	protein coding gene	ENSMUSG00000028978
MGI:1859026	MGI	MGI:1859026	Cnot4	CCR4-NOT transcription complex, subunit 4	protein coding gene	ENSMUSG00000038784
MGI:97363	MGI	MGI:97363	Notch1	notch 1	protein coding gene	ENSMUSG00000026923
MGI:99460	MGI	MGI:99460	Notch3	notch 3	protein coding gene	ENSMUSG00000038146
MGI:107471	MGI	MGI:107471	Notch4	notch 4	protein coding gene	ENSMUSG00000015468
MGI:107605	MGI	MGI:107605	Npat	nuclear protein in the AT region	protein coding gene	ENSMUSG00000033054
MGI:1097712	MGI	MGI:1097712	Npc1	NPC intracellular cholesterol transporter 1	protein coding gene	ENSMUSG00000024413
MGI:2135738	MGI	MGI:2135738	Abo	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	protein coding gene	ENSMUSG00000015787
MGI:1891708	MGI	MGI:1891708	Npff	neuropeptide FF-amide peptide precursor	protein coding gene	ENSMUSG00000023052
MGI:1858233	MGI	MGI:1858233	Nphp1	nephronophthisis 1 (juvenile) homolog (human)	protein coding gene	ENSMUSG00000027378
MGI:2443472	MGI	MGI:2443472	Atf7	activating transcription factor 7	protein coding gene	ENSMUSG00000099083
MGI:894653	MGI	MGI:894653	Npm3	nucleoplasmin 3	protein coding gene	ENSMUSG00000056209
MGI:97373	MGI	MGI:97373	Npr3	natriuretic peptide receptor 3	protein coding gene	ENSMUSG00000022206
MGI:2444210	MGI	MGI:2444210	Nr1d1	nuclear receptor subfamily 1, group D, member 1	protein coding gene	ENSMUSG00000020889
MGI:1352462	MGI	MGI:1352462	Nr1h3	nuclear receptor subfamily 1, group H, member 3	protein coding gene	ENSMUSG00000002108
MGI:1352466	MGI	MGI:1352466	Nr2c2	nuclear receptor subfamily 2, group C, member 2	protein coding gene	ENSMUSG00000005893
MGI:1352451	MGI	MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1	protein coding gene	ENSMUSG00000069171
MGI:1352453	MGI	MGI:1352453	Nr2f6	nuclear receptor subfamily 2, group F, member 6	protein coding gene	ENSMUSG00000002393
MGI:1352459	MGI	MGI:1352459	Nr6a1	nuclear receptor subfamily 6, group A, member 1	protein coding gene	ENSMUSG00000063972
MGI:1098765	MGI	MGI:1098765	Nrap	nebulin-related anchoring protein	protein coding gene	ENSMUSG00000049134
MGI:97376	MGI	MGI:97376	Nras	neuroblastoma ras oncogene	protein coding gene	ENSMUSG00000027852
MGI:2183436	MGI	MGI:2183436	Nrbp1	nuclear receptor binding protein 1	protein coding gene	ENSMUSG00000029148
MGI:104750	MGI	MGI:104750	Nrcam	neuronal cell adhesion molecule	protein coding gene	ENSMUSG00000020598
MGI:1923757	MGI	MGI:1923757	Aoc1	amine oxidase, copper-containing 1	protein coding gene	ENSMUSG00000029811
MGI:106206	MGI	MGI:106206	Nrp1	neuropilin 1	protein coding gene	ENSMUSG00000025810
MGI:1096391	MGI	MGI:1096391	Nrxn1	neurexin I	protein coding gene	ENSMUSG00000024109
MGI:1096362	MGI	MGI:1096362	Nrxn2	neurexin II	protein coding gene	ENSMUSG00000033768
MGI:88107	MGI	MGI:88107	Atp1a3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	protein coding gene	ENSMUSG00000040907
MGI:104560	MGI	MGI:104560	Nsf	N-ethylmaleimide sensitive fusion protein	protein coding gene	ENSMUSG00000034187
MGI:97381	MGI	MGI:97381	Ntf5	neurotrophin 5	protein coding gene	ENSMUSG00000074121
MGI:97383	MGI	MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	protein coding gene	ENSMUSG00000028072
MGI:97384	MGI	MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	protein coding gene	ENSMUSG00000055254
MGI:1347072	MGI	MGI:1347072	Nubp2	nucleotide binding protein 2	protein coding gene	ENSMUSG00000039183
MGI:1858232	MGI	MGI:1858232	Nudt5	nudix hydrolase 5	protein coding gene	ENSMUSG00000025817
MGI:1351474	MGI	MGI:1351474	Nufip1	nuclear FMR1 interacting protein 1	protein coding gene	ENSMUSG00000022009
MGI:1351500	MGI	MGI:1351500	Nup62	nucleoporin 62	protein coding gene	ENSMUSG00000109511
MGI:2686379	MGI	MGI:2686379	Frmd7	FERM domain containing 7	protein coding gene	ENSMUSG00000036131
MGI:97429	MGI	MGI:97429	Oas1g	2'-5' oligoadenylate synthetase 1G	protein coding gene	ENSMUSG00000066861
MGI:2180849	MGI	MGI:2180849	Oasl1	2'-5' oligoadenylate synthetase-like 1	protein coding gene	ENSMUSG00000041827
MGI:109492	MGI	MGI:109492	Oaz2	ornithine decarboxylase antizyme 2	protein coding gene	ENSMUSG00000040652
MGI:97402	MGI	MGI:97402	Odc1	ornithine decarboxylase, structural 1	protein coding gene	ENSMUSG00000011179
MGI:105058	MGI	MGI:105058	Atp2a1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	protein coding gene	ENSMUSG00000030730
MGI:88110	MGI	MGI:88110	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	protein coding gene	ENSMUSG00000029467
MGI:1098267	MGI	MGI:1098267	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	protein coding gene	ENSMUSG00000020456
MGI:109278	MGI	MGI:109278	Ogn	osteoglycin	protein coding gene	ENSMUSG00000021390
MGI:104653	MGI	MGI:104653	Atp2b1	ATPase, Ca++ transporting, plasma membrane 1	protein coding gene	ENSMUSG00000019943
MGI:1195268	MGI	MGI:1195268	Sigmar1	sigma non-opioid intracellular receptor 1	protein coding gene	ENSMUSG00000036078
MGI:1347353	MGI	MGI:1347353	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	protein coding gene	ENSMUSG00000031376
MGI:3030210	MGI	MGI:3030210	Or1e1c	olfactory receptor family 1 subfamily E member 1C	protein coding gene	ENSMUSG00000063881
MGI:88115	MGI	MGI:88115	Atp5f1a	ATP synthase F1 subunit alpha	protein coding gene	ENSMUSG00000025428
MGI:107801	MGI	MGI:107801	Atp5f1b	ATP synthase F1 subunit beta	protein coding gene	ENSMUSG00000025393
MGI:1855697	MGI	MGI:1855697	Atp5f1e	ATP synthase F1 subunit epsilon	protein coding gene	ENSMUSG00000016252
MGI:1100495	MGI	MGI:1100495	Atp5pb	ATP synthase peripheral stalk-membrane subunit b	protein coding gene	ENSMUSG00000000563
MGI:1915192	MGI	MGI:1915192	Atp5mc2	ATP synthase membrane subunit c locus 2	protein coding gene	ENSMUSG00000062683
MGI:1328337	MGI	MGI:1328337	Orc1	origin recognition complex, subunit 1	protein coding gene	ENSMUSG00000028587
MGI:1354944	MGI	MGI:1354944	Orc3	origin recognition complex, subunit 3	protein coding gene	ENSMUSG00000040044
MGI:106341	MGI	MGI:106341	Atp5po	ATP synthase peripheral stalk subunit OSCP	protein coding gene	ENSMUSG00000022956
MGI:106341	MGI	MGI:106341	Atp5po	ATP synthase peripheral stalk subunit OSCP	protein coding gene	ENSMUSG00000116933
MGI:104749	MGI	MGI:104749	Osm	oncostatin M	protein coding gene	ENSMUSG00000058755
MGI:700012	MGI	MGI:700012	Ostf1	osteoclast stimulating factor 1	protein coding gene	ENSMUSG00000024725
MGI:106661	MGI	MGI:106661	Ovgp1	oviductal glycoprotein 1	protein coding gene	ENSMUSG00000074340
MGI:1330290	MGI	MGI:1330290	Ovol1	ovo like zinc finger 1	protein coding gene	ENSMUSG00000024922
MGI:109147	MGI	MGI:109147	Oxtr	oxytocin receptor	protein coding gene	ENSMUSG00000049112
MGI:103285	MGI	MGI:103285	Atp6v1b1	ATPase, H+ transporting, lysosomal V1 subunit B1	protein coding gene	ENSMUSG00000006269
MGI:1338859	MGI	MGI:1338859	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	protein coding gene	ENSMUSG00000029470
MGI:2137026	MGI	MGI:2137026	P2rx5	purinergic receptor P2X, ligand-gated ion channel, 5	protein coding gene	ENSMUSG00000005950
MGI:1339957	MGI	MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	protein coding gene	ENSMUSG00000029468
MGI:1337113	MGI	MGI:1337113	P2rx6	purinergic receptor P2X, ligand-gated ion channel, 6	protein coding gene	ENSMUSG00000022758
MGI:109618	MGI	MGI:109618	Atp6v1b2	ATPase, H+ transporting, lysosomal V1 subunit B2	protein coding gene	ENSMUSG00000006273
MGI:97464	MGI	MGI:97464	P4hb	prolyl 4-hydroxylase, beta polypeptide	protein coding gene	ENSMUSG00000025130
MGI:2385206	MGI	MGI:2385206	Pabpc4	poly(A) binding protein, cytoplasmic 4	protein coding gene	ENSMUSG00000011257
MGI:1913585	MGI	MGI:1913585	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1	protein coding gene	ENSMUSG00000022295
MGI:97513	MGI	MGI:97513	Furin	furin, paired basic amino acid cleaving enzyme	protein coding gene	ENSMUSG00000030530
MGI:894326	MGI	MGI:894326	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	protein coding gene	ENSMUSG00000019210
MGI:1345153	MGI	MGI:1345153	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	protein coding gene	ENSMUSG00000016664
MGI:1891410	MGI	MGI:1891410	Pacsin3	protein kinase C and casein kinase substrate in neurons 3	protein coding gene	ENSMUSG00000027257
MGI:97473	MGI	MGI:97473	Pah	phenylalanine hydroxylase	protein coding gene	ENSMUSG00000020051
MGI:97609	MGI	MGI:97609	Serpinb2	serine (or cysteine) peptidase inhibitor, clade B, member 2	protein coding gene	ENSMUSG00000062345
MGI:1914304	MGI	MGI:1914304	Paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase	protein coding gene	ENSMUSG00000029247
MGI:1339975	MGI	MGI:1339975	Pak1	p21 (RAC1) activated kinase 1	protein coding gene	ENSMUSG00000030774
MGI:1261814	MGI	MGI:1261814	Palm	paralemmin	protein coding gene	ENSMUSG00000035863
MGI:1860055	MGI	MGI:1860055	Panx1	pannexin 1	protein coding gene	ENSMUSG00000031934
MGI:1890615	MGI	MGI:1890615	Panx2	pannexin 2	protein coding gene	ENSMUSG00000058441
MGI:1347094	MGI	MGI:1347094	Parg	poly (ADP-ribose) glycohydrolase	protein coding gene	ENSMUSG00000021911
MGI:2149961	MGI	MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	protein coding gene	ENSMUSG00000035873
MGI:97488	MGI	MGI:97488	Pax4	paired box 4	protein coding gene	ENSMUSG00000029706
MGI:97489	MGI	MGI:97489	Pax5	paired box 5	protein coding gene	ENSMUSG00000014030
MGI:1913487	MGI	MGI:1913487	Atp6v1g2	ATPase, H+ transporting, lysosomal V1 subunit G2	protein coding gene	ENSMUSG00000024403
MGI:97491	MGI	MGI:97491	Pax7	paired box 7	protein coding gene	ENSMUSG00000028736
MGI:1344408	MGI	MGI:1344408	Pebp1	phosphatidylethanolamine binding protein 1	protein coding gene	ENSMUSG00000032959
MGI:97496	MGI	MGI:97496	Pbx3	pre B cell leukemia homeobox 3	protein coding gene	ENSMUSG00000038718
MGI:97520	MGI	MGI:97520	Pcx	pyruvate carboxylase	protein coding gene	ENSMUSG00000024892
MGI:1343094	MGI	MGI:1343094	Kat2b	K(lysine) acetyltransferase 2B	protein coding gene	ENSMUSG00000000708
MGI:1922082	MGI	MGI:1922082	Slc45a3	solute carrier family 45, member 3	protein coding gene	ENSMUSG00000026435
MGI:103286	MGI	MGI:103286	Atp6v0a1	ATPase, H+ transporting, lysosomal V0 subunit A1	protein coding gene	ENSMUSG00000019302
MGI:1914154	MGI	MGI:1914154	Pccb	propionyl Coenzyme A carboxylase, beta polypeptide	protein coding gene	ENSMUSG00000032527
MGI:1855700	MGI	MGI:1855700	Pcdh12	protocadherin 12	protein coding gene	ENSMUSG00000024440
MGI:2153480	MGI	MGI:2153480	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	protein coding gene	ENSMUSG00000038600
MGI:1306801	MGI	MGI:1306801	Pcdh9	protocadherin 9	protein coding gene	ENSMUSG00000055421
MGI:1196457	MGI	MGI:1196457	Atp5if1	ATP synthase inhibitory factor subunit 1	protein coding gene	ENSMUSG00000054428
MGI:1277958	MGI	MGI:1277958	Pcm1	pericentriolar material 1	protein coding gene	ENSMUSG00000031592
MGI:3046173	MGI	MGI:3046173	Nup85	nucleoporin 85	protein coding gene	ENSMUSG00000020739
MGI:2445010	MGI	MGI:2445010	Pcnx2	pecanex homolog 2	protein coding gene	ENSMUSG00000060212
MGI:97511	MGI	MGI:97511	Pcsk1	proprotein convertase subtilisin/kexin type 1	protein coding gene	ENSMUSG00000021587
MGI:97514	MGI	MGI:97514	Pcsk4	proprotein convertase subtilisin/kexin type 4	protein coding gene	ENSMUSG00000020131
MGI:97515	MGI	MGI:97515	Pcsk5	proprotein convertase subtilisin/kexin type 5	protein coding gene	ENSMUSG00000024713
MGI:104643	MGI	MGI:104643	Pdcd2	programmed cell death 2	protein coding gene	ENSMUSG00000014771
MGI:1201792	MGI	MGI:1201792	Pde1a	phosphodiesterase 1A, calmodulin-dependent	protein coding gene	ENSMUSG00000059173
MGI:97523	MGI	MGI:97523	Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	protein coding gene	ENSMUSG00000022489
MGI:1333863	MGI	MGI:1333863	Pde3b	phosphodiesterase 3B, cGMP-inhibited	protein coding gene	ENSMUSG00000030671
MGI:99556	MGI	MGI:99556	Pde4c	phosphodiesterase 4C, cAMP specific	protein coding gene	ENSMUSG00000031842
MGI:97524	MGI	MGI:97524	Pde6a	phosphodiesterase 6A, cGMP-specific, rod, alpha	protein coding gene	ENSMUSG00000024575
MGI:97525	MGI	MGI:97525	Pde6b	phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide	protein coding gene	ENSMUSG00000029491
MGI:1277116	MGI	MGI:1277116	Pde8a	phosphodiesterase 8A	protein coding gene	ENSMUSG00000025584
MGI:97531	MGI	MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	protein coding gene	ENSMUSG00000024620
