Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
MGI:1919383	MGI	MGI:1919383	Trub1	TruB pseudouridine (psi) synthase family member 1	protein coding gene	ENSMUSG00000025086
MGI:2679420	MGI	MGI:2679420	Pak6	p21 (RAC1) activated kinase 6	protein coding gene	ENSMUSG00000074923
MGI:1333797	MGI	MGI:1333797	Ccr6	C-C motif chemokine receptor 6	protein coding gene	ENSMUSG00000040899
MGI:2137681	MGI	MGI:2137681	Sfxn5	sideroflexin 5	protein coding gene	ENSMUSG00000033720
MGI:1915926	MGI	MGI:1915926	Dusp22	dual specificity phosphatase 22	protein coding gene	ENSMUSG00000069255
MGI:1931224	MGI	MGI:1931224	Stmn4	stathmin-like 4	protein coding gene	ENSMUSG00000022044
MGI:3608413	MGI	MGI:3608413	Rhbdl2	rhomboid like 2	protein coding gene	ENSMUSG00000043333
MGI:2137677	MGI	MGI:2137677	Sfxn1	sideroflexin 1	protein coding gene	ENSMUSG00000021474
MGI:2137679	MGI	MGI:2137679	Sfxn3	sideroflexin 3	protein coding gene	ENSMUSG00000025212
MGI:2137680	MGI	MGI:2137680	Sfxn4	sideroflexin 4	protein coding gene	ENSMUSG00000063698
MGI:1919397	MGI	MGI:1919397	Zbtb46	zinc finger and BTB domain containing 46	protein coding gene	ENSMUSG00000027583
MGI:3611233	MGI	MGI:3611233	Tox2	TOX high mobility group box family member 2	protein coding gene	ENSMUSG00000074607
MGI:1923411	MGI	MGI:1923411	Lamp5	lysosomal-associated membrane protein family, member 5	protein coding gene	ENSMUSG00000027270
MGI:2444148	MGI	MGI:2444148	Phf20	PHD finger protein 20	protein coding gene	ENSMUSG00000038116
MGI:1923676	MGI	MGI:1923676	Fam209	family with sequence similarity 209	protein coding gene	ENSMUSG00000027505
MGI:1914267	MGI	MGI:1914267	Fam210b	family with sequence similarity 210, member B	protein coding gene	ENSMUSG00000027495
MGI:2137431	MGI	MGI:2137431	Bpifb1	BPI fold containing family B, member 1	protein coding gene	ENSMUSG00000027485
MGI:1924256	MGI	MGI:1924256	Ddrgk1	DDRGK domain containing 1	protein coding gene	ENSMUSG00000068290
MGI:2686178	MGI	MGI:2686178	Tldc2	TBC/LysM associated domain containing 2	protein coding gene	ENSMUSG00000074628
MGI:1921864	MGI	MGI:1921864	Ocstamp	osteoclast stimulatory transmembrane protein	protein coding gene	ENSMUSG00000027670
MGI:2389142	MGI	MGI:2389142	Emilin3	elastin microfibril interfacer 3	protein coding gene	ENSMUSG00000050700
MGI:1920149	MGI	MGI:1920149	Macrod2	mono-ADP ribosylhydrolase 2	protein coding gene	ENSMUSG00000068205
MGI:1917612	MGI	MGI:1917612	Actl10	actin-like 10	protein coding gene	ENSMUSG00000078129
MGI:2444508	MGI	MGI:2444508	Fitm2	fat storage-inducing transmembrane protein 2	protein coding gene	ENSMUSG00000048486
MGI:1922730	MGI	MGI:1922730	1700003F12Rik	RIKEN cDNA 1700003F12 gene	protein coding gene	ENSMUSG00000038523
MGI:1913746	MGI	MGI:1913746	Ppdpf	pancreatic progenitor cell differentiation and proliferation factor	protein coding gene	ENSMUSG00000016344
MGI:1913836	MGI	MGI:1913836	Crls1	cardiolipin synthase 1	protein coding gene	ENSMUSG00000027357
MGI:1917729	MGI	MGI:1917729	Snx21	sorting nexin family member 21	protein coding gene	ENSMUSG00000050373
MGI:3043305	MGI	MGI:3043305	Neurl2	neuralized E3 ubiquitin protein ligase 2	protein coding gene	ENSMUSG00000039873
MGI:1922892	MGI	MGI:1922892	Spata25	spermatogenesis associated 25	protein coding gene	ENSMUSG00000017767
MGI:1923483	MGI	MGI:1923483	Dnttip1	deoxynucleotidyltransferase, terminal, interacting protein 1	protein coding gene	ENSMUSG00000017299
MGI:3641861	MGI	MGI:3641861	Zfp831	zinc finger protein 831	protein coding gene	ENSMUSG00000050600
MGI:1918782	MGI	MGI:1918782	Fam217b	family with sequence similarity 217, member B	protein coding gene	ENSMUSG00000070476
MGI:1924467	MGI	MGI:1924467	Rspo4	R-spondin 4	protein coding gene	ENSMUSG00000032852
MGI:2675077	MGI	MGI:2675077	Bpifb3	BPI fold containing family B, member 3	protein coding gene	ENSMUSG00000068008
MGI:107185	MGI	MGI:107185	Cct5	chaperonin containing TCP1 subunit 5	protein coding gene	ENSMUSG00000022234
MGI:1930751	MGI	MGI:1930751	Trpc4ap	transient receptor potential cation channel, subfamily C, member 4 associated protein	protein coding gene	ENSMUSG00000038324
MGI:1914317	MGI	MGI:1914317	Romo1	reactive oxygen species modulator 1	protein coding gene	ENSMUSG00000067847
MGI:1916948	MGI	MGI:1916948	Slc52a3	solute carrier protein family 52, member 3	protein coding gene	ENSMUSG00000027463
MGI:1919107	MGI	MGI:1919107	Slc17a9	solute carrier family 17, member 9	protein coding gene	ENSMUSG00000023393
MGI:1343053	MGI	MGI:1343053	Actl7b	actin-like 7b	protein coding gene	ENSMUSG00000070980
MGI:97787	MGI	MGI:97787	Bpifa2	BPI fold containing family A, member 2	protein coding gene	ENSMUSG00000042459
MGI:1920638	MGI	MGI:1920638	Bpifa3	BPI fold containing family A, member 3	protein coding gene	ENSMUSG00000027482
MGI:1921778	MGI	MGI:1921778	Mgme1	mitochondrial genome maintenance exonuclease 1	protein coding gene	ENSMUSG00000027424
MGI:2442177	MGI	MGI:2442177	Pced1a	PC-esterase domain containing 1A	protein coding gene	ENSMUSG00000037773
MGI:1921493	MGI	MGI:1921493	Slx4ip	SLX4 interacting protein	protein coding gene	ENSMUSG00000027281
MGI:1923657	MGI	MGI:1923657	Sun5	Sad1 and UNC84 domain containing 5	protein coding gene	ENSMUSG00000027480
MGI:1914583	MGI	MGI:1914583	Stk35	serine/threonine kinase 35	protein coding gene	ENSMUSG00000037885
MGI:3044321	MGI	MGI:3044321	Tgm6	transglutaminase 6	protein coding gene	ENSMUSG00000027403
MGI:108048	MGI	MGI:108048	Smyd5	SET and MYND domain containing 5	protein coding gene	ENSMUSG00000033706
MGI:2389460	MGI	MGI:2389460	Maml2	mastermind like transcriptional coactivator 2	protein coding gene	ENSMUSG00000031925
MGI:98959	MGI	MGI:98959	Wnt5b	wingless-type MMTV integration site family, member 5B	protein coding gene	ENSMUSG00000030170
MGI:2136018	MGI	MGI:2136018	Wnt16	wingless-type MMTV integration site family, member 16	protein coding gene	ENSMUSG00000029671
MGI:3652039	MGI	MGI:3652039	Rad21l	RAD21-like (S. pombe)	protein coding gene	ENSMUSG00000074704
MGI:2153044	MGI	MGI:2153044	Elmo1	engulfment and cell motility 1	protein coding gene	ENSMUSG00000041112
MGI:2385051	MGI	MGI:2385051	Trim31	tripartite motif-containing 31	protein coding gene	ENSMUSG00000058063
MGI:2143535	MGI	MGI:2143535	Upb1	ureidopropionase, beta	protein coding gene	ENSMUSG00000033427
MGI:2449569	MGI	MGI:2449569	Adamts15	ADAM metallopeptidase with thrombospondin type 1 motif 15	protein coding gene	ENSMUSG00000033453
MGI:2135946	MGI	MGI:2135946	Cd163	CD163 antigen	protein coding gene	ENSMUSG00000008845
MGI:2137594	MGI	MGI:2137594	Galnt17	polypeptide N-acetylgalactosaminyltransferase 17	protein coding gene	ENSMUSG00000034040
MGI:2682003	MGI	MGI:2682003	Whrn	whirlin	protein coding gene	ENSMUSG00000039137
MGI:1918970	MGI	MGI:1918970	Osbpl3	oxysterol binding protein-like 3	protein coding gene	ENSMUSG00000029822
MGI:2149209	MGI	MGI:2149209	Otoa	otoancorin	protein coding gene	ENSMUSG00000034990
MGI:2140844	MGI	MGI:2140844	Nsun5	NOL1/NOP2/Sun domain family, member 5	protein coding gene	ENSMUSG00000000916
MGI:1923784	MGI	MGI:1923784	Osbpl9	oxysterol binding protein-like 9	protein coding gene	ENSMUSG00000028559
MGI:1913917	MGI	MGI:1913917	Hspbap1	Hspb associated protein 1	protein coding gene	ENSMUSG00000022849
MGI:2685628	MGI	MGI:2685628	Card9	caspase recruitment domain family, member 9	protein coding gene	ENSMUSG00000026928
MGI:1930265	MGI	MGI:1930265	Osbpl5	oxysterol binding protein-like 5	protein coding gene	ENSMUSG00000037606
MGI:1921736	MGI	MGI:1921736	Osbpl10	oxysterol binding protein-like 10	protein coding gene	ENSMUSG00000040875
MGI:2146553	MGI	MGI:2146553	Osbpl11	oxysterol binding protein-like 11	protein coding gene	ENSMUSG00000022807
MGI:1349417	MGI	MGI:1349417	Zfp346	zinc finger protein 346	protein coding gene	ENSMUSG00000021481
MGI:1913388	MGI	MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	protein coding gene	ENSMUSG00000005378
MGI:1916008	MGI	MGI:1916008	Abhd11	abhydrolase domain containing 11	protein coding gene	ENSMUSG00000040532
MGI:1913364	MGI	MGI:1913364	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	protein coding gene	ENSMUSG00000061118
MGI:88322	MGI	MGI:88322	Cd22	CD22 antigen	protein coding gene	ENSMUSG00000030577
MGI:95886	MGI	MGI:95886	H13	histocompatibility 13	protein coding gene	ENSMUSG00000019188
MGI:2155705	MGI	MGI:2155705	P2ry14	purinergic receptor P2Y, G-protein coupled, 14	protein coding gene	ENSMUSG00000036381
MGI:1196400	MGI	MGI:1196400	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	protein coding gene	ENSMUSG00000022864
MGI:2385126	MGI	MGI:2385126	Farp2	FERM, RhoGEF and pleckstrin domain protein 2	protein coding gene	ENSMUSG00000034066
MGI:1860512	MGI	MGI:1860512	Prpf40a	pre-mRNA processing factor 40A	protein coding gene	ENSMUSG00000061136
MGI:1345643	MGI	MGI:1345643	Sufu	SUFU negative regulator of hedgehog signaling	protein coding gene	ENSMUSG00000025231
MGI:2388270	MGI	MGI:2388270	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein coding gene	ENSMUSG00000001588
MGI:1933395	MGI	MGI:1933395	Lactb	lactamase, beta	protein coding gene	ENSMUSG00000032370
MGI:2137361	MGI	MGI:2137361	Slc28a3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	protein coding gene	ENSMUSG00000021553
MGI:2442201	MGI	MGI:2442201	Adap1	ArfGAP with dual PH domains 1	protein coding gene	ENSMUSG00000056413
MGI:2147162	MGI	MGI:2147162	Unc119b	unc-119 lipid binding chaperone B	protein coding gene	ENSMUSG00000046562
MGI:1917560	MGI	MGI:1917560	Plscr3	phospholipid scramblase 3	protein coding gene	ENSMUSG00000019461
MGI:1915040	MGI	MGI:1915040	Rab39b	RAB39B, member RAS oncogene family	protein coding gene	ENSMUSG00000031202
MGI:2179276	MGI	MGI:2179276	Rhbdl3	rhomboid like 3	protein coding gene	ENSMUSG00000017692
MGI:2149481	MGI	MGI:2149481	Cygb	cytoglobin	protein coding gene	ENSMUSG00000020810
MGI:105933	MGI	MGI:105933	Rab3ip	RAB3A interacting protein	protein coding gene	ENSMUSG00000064181
MGI:2139150	MGI	MGI:2139150	Ssx2ip	SSX family member 2 interacting protein	protein coding gene	ENSMUSG00000036825
MGI:1354708	MGI	MGI:1354708	Fbxo31	F-box protein 31	protein coding gene	ENSMUSG00000052934
MGI:104606	MGI	MGI:104606	Rab34	RAB34, member RAS oncogene family	protein coding gene	ENSMUSG00000002059
MGI:2442855	MGI	MGI:2442855	Rab39	RAB39, member RAS oncogene family	protein coding gene	ENSMUSG00000055069
MGI:2443769	MGI	MGI:2443769	Large2	LARGE xylosyl- and glucuronyltransferase 2	protein coding gene	ENSMUSG00000040434
MGI:104640	MGI	MGI:104640	Rab17	RAB17, member RAS oncogene family	protein coding gene	ENSMUSG00000026304
MGI:1919129	MGI	MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	protein coding gene	ENSMUSG00000024981
MGI:1354963	MGI	MGI:1354963	Dkkl1	dickkopf-like 1	protein coding gene	ENSMUSG00000030792
MGI:99440	MGI	MGI:99440	Cd33	CD33 molecule	protein coding gene	ENSMUSG00000004609
MGI:1890773	MGI	MGI:1890773	Actn4	actinin alpha 4	protein coding gene	ENSMUSG00000054808
MGI:1355321	MGI	MGI:1355321	Chek2	checkpoint kinase 2	protein coding gene	ENSMUSG00000029521
MGI:1915985	MGI	MGI:1915985	Mrps18c	mitochondrial ribosomal protein S18C	protein coding gene	ENSMUSG00000016833
MGI:108426	MGI	MGI:108426	Kif1b	kinesin family member 1B	protein coding gene	ENSMUSG00000063077
MGI:893578	MGI	MGI:893578	Scarb1	scavenger receptor class B, member 1	protein coding gene	ENSMUSG00000037936
MGI:1933549	MGI	MGI:1933549	Slmap	sarcolemma associated protein	protein coding gene	ENSMUSG00000021870
MGI:1933972	MGI	MGI:1933972	Tra2a	transformer 2 alpha	protein coding gene	ENSMUSG00000029817
MGI:1101765	MGI	MGI:1101765	Pja1	praja ring finger ubiquitin ligase 1	protein coding gene	ENSMUSG00000034403
MGI:1196458	MGI	MGI:1196458	Scarb2	scavenger receptor class B, member 2	protein coding gene	ENSMUSG00000029426
MGI:1916413	MGI	MGI:1916413	Mrpl44	mitochondrial ribosomal protein L44	protein coding gene	ENSMUSG00000026248
MGI:1921850	MGI	MGI:1921850	Mrpl47	mitochondrial ribosomal protein L47	protein coding gene	ENSMUSG00000037531
MGI:1924662	MGI	MGI:1924662	Wdr17	WD repeat domain 17	protein coding gene	ENSMUSG00000039375
MGI:1353624	MGI	MGI:1353624	Apln	apelin	protein coding gene	ENSMUSG00000037010
MGI:106402	MGI	MGI:106402	Tmem30a	transmembrane protein 30A	protein coding gene	ENSMUSG00000032328
MGI:2388477	MGI	MGI:2388477	Igsf11	immunoglobulin superfamily, member 11	protein coding gene	ENSMUSG00000022790
MGI:2654703	MGI	MGI:2654703	Otud7b	OTU domain containing 7B	protein coding gene	ENSMUSG00000038495
MGI:1921453	MGI	MGI:1921453	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1	protein coding gene	ENSMUSG00000020454
MGI:1196293	MGI	MGI:1196293	Tubgcp4	tubulin, gamma complex component 4	protein coding gene	ENSMUSG00000027263
MGI:1932289	MGI	MGI:1932289	Sorcs2	sortilin-related VPS10 domain containing receptor 2	protein coding gene	ENSMUSG00000029093
MGI:2156052	MGI	MGI:2156052	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	protein coding gene	ENSMUSG00000030500
MGI:3693832	MGI	MGI:3693832	Aktip	AKT interacting protein	protein coding gene	ENSMUSG00000031667
MGI:1920081	MGI	MGI:1920081	Dhx30	DExH-box helicase 30	protein coding gene	ENSMUSG00000032480
MGI:2445102	MGI	MGI:2445102	Dhx33	DEAH-box helicase 33	protein coding gene	ENSMUSG00000040620
MGI:2142624	MGI	MGI:2142624	Peds1	plasmanylethanolamine desaturase 1	protein coding gene	ENSMUSG00000090213
MGI:894320	MGI	MGI:894320	Prdx6	peroxiredoxin 6	protein coding gene	ENSMUSG00000026701
MGI:1349400	MGI	MGI:1349400	Cops7a	COP9 signalosome subunit 7A	protein coding gene	ENSMUSG00000030127
MGI:1891838	MGI	MGI:1891838	Zbtb32	zinc finger and BTB domain containing 32	protein coding gene	ENSMUSG00000006310
MGI:1933206	MGI	MGI:1933206	Grin3a	glutamate receptor ionotropic, NMDA3A	protein coding gene	ENSMUSG00000039579
MGI:2150393	MGI	MGI:2150393	Grin3b	glutamate receptor, ionotropic, NMDA3B	protein coding gene	ENSMUSG00000035745
MGI:1921748	MGI	MGI:1921748	Gorasp1	golgi reassembly stacking protein 1	protein coding gene	ENSMUSG00000032513
MGI:2140998	MGI	MGI:2140998	Ube3c	ubiquitin protein ligase E3C	protein coding gene	ENSMUSG00000039000
MGI:2685785	MGI	MGI:2685785	Prickle4	prickle planar cell polarity protein 4	protein coding gene	ENSMUSG00000096549
MGI:1923038	MGI	MGI:1923038	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	protein coding gene	ENSMUSG00000038780
MGI:1913563	MGI	MGI:1913563	Smurf2	SMAD specific E3 ubiquitin protein ligase 2	protein coding gene	ENSMUSG00000018363
MGI:1914615	MGI	MGI:1914615	Pudp	pseudouridine 5'-phosphatase	protein coding gene	ENSMUSG00000048875
MGI:2144726	MGI	MGI:2144726	Tmem11	transmembrane protein 11	protein coding gene	ENSMUSG00000043284
MGI:2138811	MGI	MGI:2138811	Cdc123	cell division cycle 123	protein coding gene	ENSMUSG00000039128
MGI:2446213	MGI	MGI:2446213	Themis2	thymocyte selection associated family member 2	protein coding gene	ENSMUSG00000037731
MGI:1929648	MGI	MGI:1929648	Med20	mediator complex subunit 20	protein coding gene	ENSMUSG00000092558
MGI:88340	MGI	MGI:88340	Cd5	CD5 antigen	protein coding gene	ENSMUSG00000024669
MGI:109345	MGI	MGI:109345	Ctr9	CTR9 homolog, Paf1/RNA polymerase II complex component	protein coding gene	ENSMUSG00000005609
MGI:1924817	MGI	MGI:1924817	Tram2	translocating chain-associating membrane protein 2	protein coding gene	ENSMUSG00000041779
MGI:1917979	MGI	MGI:1917979	Nos1ap	nitric oxide synthase 1 (neuronal) adaptor protein	protein coding gene	ENSMUSG00000038473
MGI:2444365	MGI	MGI:2444365	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	protein coding gene	ENSMUSG00000041992
MGI:1917580	MGI	MGI:1917580	Bclaf1	BCL2-associated transcription factor 1	protein coding gene	ENSMUSG00000037608
MGI:106924	MGI	MGI:106924	Melk	maternal embryonic leucine zipper kinase	protein coding gene	ENSMUSG00000035683
MGI:2442230	MGI	MGI:2442230	Mfn2	mitofusin 2	protein coding gene	ENSMUSG00000029020
MGI:1929645	MGI	MGI:1929645	Rec8	REC8 meiotic recombination protein	protein coding gene	ENSMUSG00000002324
MGI:1913284	MGI	MGI:1913284	Psmd14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	protein coding gene	ENSMUSG00000026914
MGI:1916524	MGI	MGI:1916524	Ctdspl	CTD small phosphatase like	protein coding gene	ENSMUSG00000047409
MGI:2443397	MGI	MGI:2443397	Trib1	tribbles pseudokinase 1	protein coding gene	ENSMUSG00000032501
MGI:1934368	MGI	MGI:1934368	Cd96	CD96 antigen	protein coding gene	ENSMUSG00000022657
MGI:1915544	MGI	MGI:1915544	Mfsd10	major facilitator superfamily domain containing 10	protein coding gene	ENSMUSG00000001082
MGI:1095401	MGI	MGI:1095401	Rida	reactive intermediate imine deaminase A homolog	protein coding gene	ENSMUSG00000022323
MGI:1334419	MGI	MGI:1334419	Cd5l	CD5 antigen-like	protein coding gene	ENSMUSG00000015854
MGI:1915756	MGI	MGI:1915756	Ctnnbip1	catenin beta interacting protein 1	protein coding gene	ENSMUSG00000028988
MGI:1344418	MGI	MGI:1344418	Cib1	calcium and integrin binding 1	protein coding gene	ENSMUSG00000030538
MGI:2653690	MGI	MGI:2653690	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	protein coding gene	ENSMUSG00000055013
MGI:2684416	MGI	MGI:2684416	Arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	protein coding gene	ENSMUSG00000037999
MGI:1916960	MGI	MGI:1916960	Arap1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	protein coding gene	ENSMUSG00000032812
MGI:1921353	MGI	MGI:1921353	Nebl	nebulette	protein coding gene	ENSMUSG00000053702
MGI:2443016	MGI	MGI:2443016	Ifi44	interferon-induced protein 44	protein coding gene	ENSMUSG00000028037
MGI:2385598	MGI	MGI:2385598	Slu7	SLU7 splicing factor homolog (S. cerevisiae)	protein coding gene	ENSMUSG00000020409
MGI:2387613	MGI	MGI:2387613	Erlin1	ER lipid raft associated 1	protein coding gene	ENSMUSG00000025198
MGI:88344	MGI	MGI:88344	Cd7	CD7 antigen	protein coding gene	ENSMUSG00000025163
MGI:1917777	MGI	MGI:1917777	Stambp	STAM binding protein	protein coding gene	ENSMUSG00000006906
MGI:1889549	MGI	MGI:1889549	Txnip	thioredoxin interacting protein	protein coding gene	ENSMUSG00000038393
MGI:1926321	MGI	MGI:1926321	Postn	periostin, osteoblast specific factor	protein coding gene	ENSMUSG00000027750
MGI:1926176	MGI	MGI:1926176	Gas2l1	growth arrest-specific 2 like 1	protein coding gene	ENSMUSG00000034201
MGI:1098224	MGI	MGI:1098224	Rad51ap1	RAD51 associated protein 1	protein coding gene	ENSMUSG00000030346
MGI:1915817	MGI	MGI:1915817	Cgref1	cell growth regulator with EF hand domain 1	protein coding gene	ENSMUSG00000029161
MGI:1343154	MGI	MGI:1343154	Dctn6	dynactin 6	protein coding gene	ENSMUSG00000031516
MGI:1913755	MGI	MGI:1913755	Zmynd11	zinc finger, MYND domain containing 11	protein coding gene	ENSMUSG00000021156
MGI:1100860	MGI	MGI:1100860	Frs2	fibroblast growth factor receptor substrate 2	protein coding gene	ENSMUSG00000020170
MGI:1344360	MGI	MGI:1344360	Hcst	hematopoietic cell signal transducer	protein coding gene	ENSMUSG00000064109
MGI:1915205	MGI	MGI:1915205	Sugt1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	protein coding gene	ENSMUSG00000022024
MGI:2444926	MGI	MGI:2444926	Ckap4	cytoskeleton-associated protein 4	protein coding gene	ENSMUSG00000046841
MGI:1922368	MGI	MGI:1922368	Lrrc8d	leucine rich repeat containing 8D	protein coding gene	ENSMUSG00000046079
MGI:1913462	MGI	MGI:1913462	Sec61b	SEC61 translocon subunit beta	protein coding gene	ENSMUSG00000053317
MGI:1924301	MGI	MGI:1924301	Os9	amplified in osteosarcoma	protein coding gene	ENSMUSG00000040462
MGI:1339969	MGI	MGI:1339969	Gja10	gap junction protein, alpha 10	protein coding gene	ENSMUSG00000051056
MGI:1915831	MGI	MGI:1915831	Tmed10	transmembrane p24 trafficking protein 10	protein coding gene	ENSMUSG00000021248
MGI:1915008	MGI	MGI:1915008	Aadac	arylacetamide deacetylase	protein coding gene	ENSMUSG00000027761
MGI:1861728	MGI	MGI:1861728	Wwp1	WW domain containing E3 ubiquitin protein ligase 1	protein coding gene	ENSMUSG00000041058
MGI:1922546	MGI	MGI:1922546	Cep43	centrosomal protein 43	protein coding gene	ENSMUSG00000069135
MGI:1914735	MGI	MGI:1914735	Pwp1	PWP1 homolog, endonuclein	protein coding gene	ENSMUSG00000001785
